Станция,Дата,Сред,Мин,soil_tempСред,soil_tempМакс,soil_tempМин,air_tempСред,air_tempМакс,air_tempМин,pressureНа ур.станц.,pressureНа ур.моря,dew_pointМин,snezhnСт.покр.,"snezhnВысота,см",def_nasСред,def_nasМакс,osadkiСумма,windСред,windМакс. из 8 срок,windАбс.макс.,part_pressСред
Екидин,2013-06-14 00:00:00,36,21,31,56,14,24.8,33.1,14.1,987.2,1011.3,5.8,0.0,0,22.7,38.9,,3.4,6,12,10.6
Екидин,2013-06-15 00:00:00,54,28,26,41,17,20.6,28.8,17.2,991.4,1016.1,3.8,0.0,0,12.0,20.8,3.3,5.8,8,14,12.5
Екидин,2013-06-16 00:00:00,42,27,25,42,7,17.2,22.7,7.6,997.6,1022.6,1.7,0.0,0,12.4,19.1,,5.5,7,13,7.9
Екидин,2013-06-17 00:00:00,45,23,28,55,8,20.2,29.7,8.1,995.6,1020.3,2.5,0.0,0,16.2,31.5,,3.8,6,14,9.8
Екидин,2013-06-18 00:00:00,35,22,31,58,12,23.6,32.6,12.9,989.9,1014.2,4,0.0,0,21.7,35.2,,2.5,5,11,9.6
Екидин,2013-06-19 00:00:00,36,22,33,58,14,25.3,33.5,15.2,987.0,1011.1,5.1,0.0,0,23.2,39.3,,3.1,4,9,10.9
Екидин,2013-06-20 00:00:00,31,20,35,59,18,27.1,34.1,20.1,987.3,1011.2,5.8,0.0,0,26.8,40.7,,3.8,8,10,10.6
Екидин,2013-06-21 00:00:00,31,22,36,62,17,29.8,36.5,22.0,987.6,1011.3,8.1,0.0,0,31.2,47.1,,4.9,7,13,12.6
Екидин,2013-06-22 00:00:00,29,20,35,59,21,29.8,36.4,22.9,987.9,1011.7,8.5,0.0,0,31.3,45.6,,7.4,9,15,11.8
Екидин,2013-06-23 00:00:00,30,19,37,60,20,30.9,38.3,22.7,985.1,1008.7,9,0.0,0,33.7,50.2,,6.0,9,14,12.6
Екидин,2013-06-24 00:00:00,35,29,29,39,24,27.9,35.3,25.1,982.5,1006.3,9.1,0.0,0,24.9,34.2,,6.5,9,20,12.9
Екидин,2013-06-25 00:00:00,63,50,23,37,15,19.6,25.2,17.6,982.0,1006.4,9.9,0.0,0,8.7,12.9,1.3,5.8,9,19,14.2
Екидин,2013-06-26 00:00:00,51,25,25,46,12,20.7,27.6,13.3,978.7,1003.0,5.9,0.0,0,14.2,27.4,,5.6,9,17,11.3
Екидин,2013-06-27 00:00:00,47,26,28,50,14,22.5,30.9,15.6,976.7,1000.7,8.2,0.0,0,16.2,30.8,,7.4,12,19,12.0
Екидин,2013-06-28 00:00:00,38,24,30,48,15,24.1,30,16.9,981.7,1005.7,6.2,0.0,0,20.0,31.8,,5.8,8,16,11.0
Екидин,2013-06-29 00:00:00,42,36,29,52,12,23,28.4,13.4,981.3,1005.4,5.1,0.0,0,17.2,23.6,,4.3,7,12,11.8
Екидин,2013-06-30 00:00:00,51,39,24,31,17,20.3,25.9,17.3,981.8,1006.1,7.3,0.0,0,11.9,16.1,,4.4,8,11,12.0
Екидин,2013-07-01 00:00:00,45,35,22,38,9,18.6,24.2,9.5,983.5,1008.1,2.3,0.0,0,12.8,18.8,,5.1,7,12,9.5
Екидин,2013-07-02 00:00:00,75,58,14,24,12,14.5,22.3,12.5,977.3,1002.0,6.8,0.0,0,4.4,9.1,12.6,4.9,9,13,12.3
Екидин,2013-07-03 00:00:00,91,79,11,12,10,11.7,12.6,10.7,971.1,996.0,8.4,0.0,0,1.3,3.0,28.0,10.4,14,22,12.4
Екидин,2013-07-04 00:00:00,67,49,15,26,9,13.9,19.6,9.7,980.4,1005.3,5,0.0,0,5.8,11.2,0.7,4.8,7,12,10.4
Екидин,2013-07-05 00:00:00,59,38,22,40,11,18.5,26,12.1,985.8,1010.4,7.4,0.0,0,10.1,20.2,,4.3,6,11,12.2
Екидин,2013-07-06 00:00:00,57,35,28,48,13,21.5,27.8,13.6,989.2,1013.7,10.2,0.0,0,12.6,24.0,,1.5,2,9,14.0
Екидин,2013-07-07 00:00:00,57,34,29,49,14,23.2,31.1,15.6,989.3,1013.5,11.5,0.0,0,14.5,28.5,,1.9,3,7,15.3
Екидин,2013-07-08 00:00:00,49,34,31,52,18,23.9,30.2,18.8,985.9,1010.1,11.1,0.0,0,16.6,26.8,,3.9,6,10,14.0
Екидин,2013-07-09 00:00:00,44,28,29,50,15,23.5,28.8,16.2,983.8,1007.9,8.1,0.0,0,17.5,27.7,,3.4,5,11,12.2
Екидин,2013-07-10 00:00:00,52,30,30,55,13,23.6,30.9,14.9,980.3,1004.3,10.6,0.0,0,16.1,30.5,,2.0,3,8,14.4
Екидин,2013-07-11 00:00:00,50,28,32,59,18,26.6,33.9,20.9,980.1,1004.0,12.2,0.0,0,19.8,37.0,,4.5,6,9,16.2
Екидин,2013-07-12 00:00:00,42,29,30,58,20,25.8,33,22.2,979.9,1003.7,9.2,0.0,0,20.1,34.6,0.3,4.5,7,16,13.8
Екидин,2013-07-13 00:00:00,49,36,26,42,16,23,26.6,17.2,976.5,1000.5,9.7,0.0,0,14.7,21.7,,3.5,7,10,13.8
Екидин,2013-07-14 00:00:00,52,33,27,52,16,22.2,29.6,17.2,974.2,998.2,9.2,0.0,0,13.8,27.0,0.3,4.9,8,14,13.6
Екидин,2013-07-15 00:00:00,59,42,26,50,14,20.3,25.5,15.9,982.2,1006.6,10.4,0.0,0,10.5,18.5,,4.3,6,11,13.7
Екидин,2013-07-16 00:00:00,56,38,22,50,8,16.8,23.2,9.3,985.5,1010.3,6.2,0.0,0,9.2,16.2,,4.6,8,14,10.4
Екидин,2013-07-17 00:00:00,49,35,20,30,12,18.2,22.3,13.0,983.0,1007.6,4.5,0.0,0,11.3,16.8,,3.0,6,12,9.9
Екидин,2013-07-18 00:00:00,49,35,27,50,13,20.3,25.2,14.7,981.7,1006.0,7.4,0.0,0,13.0,19.5,,3.5,5,11,11.3
Екидин,2013-07-19 00:00:00,44,27,28,46,14,22.7,30.1,14.6,979.2,1003.3,8.1,0.0,0,17.2,29.2,,2.9,6,9,11.5
Екидин,2013-07-20 00:00:00,44,27,31,55,14,23.4,30.1,15.7,975.6,999.5,8.4,0.0,0,17.7,29.3,,2.8,6,11,12.1
Екидин,2013-07-21 00:00:00,50,40,23,34,13,20.8,26.5,14.0,974.6,998.8,6.8,0.0,0,13.1,20.4,,3.4,8,12,12.1
Екидин,2013-07-22 00:00:00,48,32,26,46,12,21.3,28,14.1,976.4,1000.5,7,0.0,0,14.6,24.5,,2.5,5,10,11.7
Екидин,2013-07-23 00:00:00,49,33,29,48,14,24,30.9,15.7,981.7,1005.8,10.2,0.0,0,17.3,28.9,,2.4,5,11,14.0
Екидин,2013-07-24 00:00:00,44,26,31,56,15,25.7,34.5,16.3,985.1,1009.1,9,0.0,0,21.1,38.9,,2.3,4,12,13.7
Екидин,2013-07-25 00:00:00,38,25,36,57,20,29.2,36.5,22.3,981.0,1004.7,11.4,0.0,0,27.6,43.4,,4.5,9,14,14.6
Екидин,2013-07-26 00:00:00,38,26,32,54,22,28.3,34.7,23.1,976.2,999.7,11.3,0.0,0,25.1,39.1,0.3,2.5,5,10,14.2
Екидин,2013-07-27 00:00:00,72,47,22,34,18,21.5,30.6,18.9,974.2,998.3,14,0.0,0,7.9,18.4,10.7,4.6,8,13,18.0
Екидин,2013-07-28 00:00:00,56,32,25,47,14,21.9,28.4,15.8,978.0,1002.2,9.7,0.0,0,13.3,25.7,,6.5,10,17,13.8
Екидин,2013-07-29 00:00:00,43,32,29,53,16,23.7,30.6,17.1,981.9,1006.0,8.1,0.0,0,18.2,28.9,,3.6,5,12,12.4
Екидин,2013-07-30 00:00:00,46,27,31,56,15,24.8,32.9,16.1,982.4,1006.4,10.2,0.0,0,19.9,35.1,,2.1,5,8,13.3
Екидин,2013-07-31 00:00:00,38,22,31,55,21,29.6,37.6,22.3,977.1,1000.6,11.5,0.0,0,28.7,49.5,,5.9,8,14,14.7
Екидин,2013-08-01 00:00:00,42,32,30,45,18,26.1,33.2,19.1,976.5,1000.3,10.5,0.0,0,20.9,29.4,,6.6,8,14,13.8
Екидин,2013-08-02 00:00:00,46,32,30,50,16,24.8,30.4,17.7,979.0,1003.0,10.9,0.0,0,18.1,27.9,,3.6,5,11,13.9
Екидин,2013-08-03 00:00:00,65,47,24,37,18,22.4,27.9,18.5,980.7,1004.9,11.4,0.0,0,10.3,18.6,7.7,3.5,6,14,17.3
Екидин,2013-08-04 00:00:00,60,30,27,46,15,23.9,31.9,16.3,980.0,1004.0,11.3,0.0,0,14.4,31.8,,3.8,7,13,16.7
Екидин,2013-08-05 00:00:00,58,40,25,37,18,23.6,30.6,18.9,979.8,1003.9,12.2,0.0,0,13.2,24.6,12.8,1.6,3,8,16.5
Екидин,2013-08-06 00:00:00,76,59,21,26,19,21.2,27,19.3,978.2,1002.5,15.1,0.0,0,6.4,12.1,6.5,4.5,7,11,18.8
Екидин,2013-08-07 00:00:00,75,59,20,28,17,19.3,21.5,17.0,971.6,995.7,12.4,0.0,0,5.8,10.0,7.8,5.3,7,14,16.6
Екидин,2013-08-08 00:00:00,67,45,20,28,14,19.6,24.3,15.2,975.9,1000.2,11.4,0.0,0,8.5,16.7,,5.8,9,14,14.8
Екидин,2013-08-09 00:00:00,68,50,19,32,12,18.9,24.2,13.5,976.5,1000.8,11.1,0.0,0,7.8,14.9,,4.4,9,14,14.5
Екидин,2013-08-10 00:00:00,79,72,17,22,13,16.9,19.6,13.9,975.7,1000.2,11.4,0.0,0,4.3,6.2,11.1,2.6,4,7,15.0
Екидин,2013-08-11 00:00:00,74,53,20,30,12,18.7,25.2,13.1,979.4,1003.9,11.1,0.0,0,6.4,13.3,3.1,2.3,5,11,15.7
Екидин,2013-08-12 00:00:00,72,43,21,33,13,19.9,28.3,14.0,985.5,1009.9,11.9,0.0,0,8.1,21.3,2.6,2.5,7,12,16.1
Екидин,2013-08-13 00:00:00,75,55,17,27,10,15.1,21.6,11.2,990.5,1015.6,8,0.0,0,4.7,9.0,,5.3,8,12,12.7
Екидин,2013-08-14 00:00:00,62,37,21,40,10,17,25,10.4,995.7,1020.6,8,0.0,0,8.9,19.2,,2.3,3,7,11.5
Екидин,2013-08-15 00:00:00,56,31,23,41,11,20.4,29,12.1,998.4,1023.2,8.8,0.0,0,12.9,26.9,,2.4,5,9,12.4
Екидин,2013-08-16 00:00:00,60,38,27,46,14,22.1,29.3,15.0,998.2,1022.8,11.8,0.0,0,12.3,24.4,,2.1,5,9,15.4
Екидин,2013-08-17 00:00:00,53,33,26,44,12,22.2,29.1,15.9,996.2,1020.8,10.7,0.0,0,14.2,26.2,,3.5,6,11,13.6
Екидин,2013-08-18 00:00:00,44,24,25,42,12,22.1,28.8,14.7,993.8,1018.3,6.4,0.0,0,16.6,30.0,,4.1,6,9,11.0
Екидин,2013-08-19 00:00:00,41,22,27,49,12,22.3,30.5,13.7,989.9,1014.3,6.4,0.0,0,18.3,33.6,,2.9,6,11,10.4
Екидин,2013-08-20 00:00:00,46,25,28,51,13,23,32.9,14.1,987.0,1011.3,7.6,0.0,0,17.9,35.8,,2.8,5,8,12.3
Екидин,2013-08-21 00:00:00,36,25,26,40,16,25.5,33,20.2,982.3,1006.2,5.9,0.0,0,21.8,34.6,,6.1,9,14,11.7
Екидин,2013-08-22 00:00:00,33,25,29,49,21,27.1,32.8,21.5,978.6,1002.4,7.3,0.0,0,24.9,36.2,,8.0,12,18,11.6
Екидин,2013-08-23 00:00:00,45,29,27,50,18,24,31.2,19.6,979.2,1003.2,8.9,0.0,0,17.3,30.5,,4.1,6,14,13.2
Екидин,2013-08-24 00:00:00,58,39,21,34,13,18.8,25.9,15.1,983.0,1007.5,8.1,0.0,0,9.7,19.8,,4.5,7,12,12.4
Екидин,2013-08-25 00:00:00,52,34,25,44,12,19.5,26.6,12.6,989.9,1014.5,6.4,0.0,0,12.5,22.2,,2.9,4,9,11.3
Екидин,2013-08-26 00:00:00,48,31,25,40,12,21.3,29.8,13.1,989.3,1013.7,6.5,0.0,0,15.3,27.8,,3.0,5,8,11.6
Екидин,2013-08-27 00:00:00,44,30,27,48,17,23.5,30,18.1,984.2,1008.3,8.9,0.0,0,17.3,28.3,,2.1,5,8,12.3
Екидин,2013-08-28 00:00:00,47,35,26,42,17,22.1,26.6,18.0,978.1,1002.2,8.6,0.0,0,14.6,21.9,,4.6,7,13,12.3
Екидин,2013-08-29 00:00:00,62,36,13,25,7,12.5,18.1,8.7,983.4,1008.5,1.5,0.0,0,6.0,12.3,0.3,8.4,10,16,8.7
Екидин,2013-08-30 00:00:00,59,44,15,28,8,13.8,17.9,9.5,996.1,1021.4,4.3,0.0,0,6.9,11.0,0.3,3.5,6,11,9.2
Екидин,2013-08-31 00:00:00,53,36,20,42,4,14.8,24.7,5.5,999.5,1024.8,1,0.0,0,9.8,19.3,,2.5,3,6,8.7
Екидин,2013-09-01 00:00:00,48,29,22,48,6,18.3,27.4,8.1,998.0,1023.0,3,0.0,0,13.3,25.0,,2.0,3,5,9.4
Екидин,2013-09-02 00:00:00,45,24,24,49,8,21.3,30.3,12.3,994.6,1019.2,6.5,0.0,0,16.5,31.9,,2.6,5,9,10.6
Екидин,2013-09-03 00:00:00,44,24,26,50,12,22.2,30.8,13.7,987.7,1012.1,7.3,0.0,0,17.7,32.4,,2.8,4,8,11.0
Екидин,2013-09-04 00:00:00,45,24,24,50,10,20.7,30.4,11.8,985.2,1009.7,5.9,0.0,0,16.0,31.4,,2.6,5,9,10.2
Екидин,2013-09-05 00:00:00,50,28,26,49,15,22.5,30.9,15.7,986.7,1011.0,9.3,0.0,0,15.7,30.6,,4.8,7,13,12.8
Екидин,2013-09-06 00:00:00,44,23,28,53,13,23.7,32.8,14.5,989.9,1014.2,7.1,0.0,0,19.3,36.9,,2.9,6,10,12.0
Екидин,2013-09-07 00:00:00,44,24,27,46,19,25.5,33,20.2,991.5,1015.7,9.4,0.0,0,20.1,37.4,,6.4,8,12,13.5
Екидин,2013-09-08 00:00:00,44,26,28,49,18,25.3,33.6,20.2,986.2,1010.3,7.8,0.0,0,19.7,37.1,,4.1,8,12,13.8
Екидин,2013-09-09 00:00:00,53,38,21,42,10,17.7,24.4,12.1,987.3,1012.0,6.2,0.0,0,10.2,17.0,,3.9,7,11,10.6
Екидин,2013-09-10 00:00:00,60,39,19,38,8,16.6,24.7,8.9,988.1,1012.9,5.3,0.0,0,8.7,18.0,,2.0,3,7,11.0
Екидин,2013-09-11 00:00:00,63,44,19,33,12,16,20.3,13.0,981.9,1006.6,5.6,0.0,0,7.1,12.4,3.6,5.9,9,13,11.3
Екидин,2013-09-12 00:00:00,61,42,17,33,7,14.8,21.6,8.4,990.2,1015.2,4.6,0.0,0,7.3,14.4,0.3,3.8,5,8,10.1
Екидин,2013-09-13 00:00:00,68,60,16,30,10,14.6,18,11.7,990.5,1015.5,6.1,0.0,0,5.4,8.1,0.6,4.6,7,11,11.3
Екидин,2013-09-14 00:00:00,63,46,17,29,10,13.9,19.8,10.3,990.0,1015.2,5.3,0.0,0,6.4,11.9,,4.0,7,11,9.8
Екидин,2013-09-15 00:00:00,60,48,16,31,6,13.7,19.3,8.1,993.4,1018.7,3.6,0.0,0,6.8,10.8,,2.8,6,10,9.3
Екидин,2013-09-16 00:00:00,53,39,16,35,5,12.5,16.3,7.9,996.4,1021.8,1.5,0.0,0,7.1,11.1,,4.3,7,12,7.6
Екидин,2013-09-17 00:00:00,57,35,12,33,0,7.3,14.9,0.3,998.5,1024.5,-3.2,0.0,0,5.2,10.6,,3.8,6,12,5.53
Екидин,2013-09-18 00:00:00,49,31,14,33,4,10.1,19.2,4.6,996.3,1021.9,-2.9,0.0,0,7.2,14.1,,4.1,5,8,5.79
Екидин,2013-09-19 00:00:00,49,34,13,31,0,9.7,17.8,1.2,995.4,1021.0,-3.2,0.0,0,7.2,12.8,,4.0,7,10,5.7
Екидин,2013-09-20 00:00:00,49,38,12,25,6,11.1,16.6,6.9,999.7,1025.3,-2.2,0.0,0,7.1,11.1,,6.4,9,14,6.4
Екидин,2013-09-21 00:00:00,46,28,12,30,0,9.7,19.7,2.0,1001.9,1027.7,-5,0.0,0,7.7,16.0,,3.8,6,10,5.26
Екидин,2013-09-22 00:00:00,43,27,12,32,0,11.4,22.3,2.2,998.1,1023.7,-6.2,0.0,0,9.3,19.4,,3.4,6,11,5.6
Екидин,2013-09-23 00:00:00,42,23,15,34,3,13.9,25.6,5.7,989.0,1014.2,-2,0.0,0,11.2,24.5,,3.1,5,10,6.3
Екидин,2013-09-24 00:00:00,45,30,18,45,3,16.4,29.6,4.8,980.2,1004.9,-1.7,0.0,0,13.1,26.6,,2.6,4,7,8.4
Екидин,2013-09-25 00:00:00,40,29,21,30,14,20.2,25,15.2,973.3,997.5,3.6,0.0,0,14.6,21.3,,7.9,14,19,9.3
Екидин,2013-09-26 00:00:00,51,30,19,38,7,16.8,25.5,8.1,980.5,1005.1,3.2,0.0,0,11.3,21.8,,3.3,5,10,9.1
Екидин,2013-09-27 00:00:00,72,57,12,18,7,10.9,19.8,9.5,984.2,1009.4,1.5,0.0,0,3.7,5.4,6.9,7.8,14,20,9.4
Екидин,2013-09-28 00:00:00,61,38,9,28,0,7.5,16.7,0.3,994.5,1020.4,-3.1,0.0,0,5.1,11.1,,3.6,5,10,6.03
Екидин,2013-09-29 00:00:00,54,32,12,30,1,11.3,21.1,3.0,990.8,1016.3,-0.9,0.0,0,7.8,16.1,,3.0,6,9,6.7
Екидин,2013-09-30 00:00:00,57,45,11,24,3,11.4,19.5,4.5,982.6,1007.8,-1.4,0.0,0,6.3,12.0,0.8,4.6,9,14,7.8
Екидин,2013-10-01 00:00:00,63,47,9,28,0,7.3,13.1,1.3,990.3,1016.0,-2.4,0.0,0,4.2,7.7,0.3,2.9,6,14,6.3
Екидин,2013-10-02 00:00:00,61,35,8,20,0,7,14.8,0.3,996.4,1022.3,-2.5,0.0,0,5.0,10.7,,4.6,7,12,5.66
Екидин,2013-10-03 00:00:00,56,40,10,26,2,8.5,15.9,2.6,993.6,1019.3,-2.4,0.0,0,5.5,10.3,,3.4,7,10,6.07
Екидин,2013-10-04 00:00:00,55,43,10,25,3,8.7,13,5.7,986.3,1011.8,-2.2,0.0,0,5.3,7.8,,7.0,10,15,6.1
Екидин,2013-10-05 00:00:00,62,45,8,22,1,7.4,14.8,2.6,989.3,1015.0,-1.5,0.0,0,4.5,8.9,0.0,5.9,10,14,6.25
Екидин,2013-10-06 00:00:00,58,46,13,25,5,11.6,14.4,7.0,984.7,1009.9,0.9,0.0,0,5.9,8.5,,4.4,7,13,7.9
Екидин,2013-10-07 00:00:00,65,49,7,19,1,4.7,8.9,1.5,994.2,1020.2,-2.3,0.0,0,3.1,5.5,,5.0,7,11,5.52
Екидин,2013-10-08 00:00:00,60,46,7,17,3,4.9,8.8,2.1,997.4,1023.5,-3.2,0.0,0,3.6,5.8,,5.6,7,12,5.16
Екидин,2013-10-09 00:00:00,65,53,5,12,0,4.6,8.9,0.7,995.0,1021.2,-4.9,0.0,0,3.1,5.2,0.6,6.3,9,13,5.51
Екидин,2013-10-10 00:00:00,74,51,9,17,5,8.4,11.7,6.1,1001.3,1027.3,1.1,0.0,0,3.1,6.4,0.7,4.8,8,12,8.0
Екидин,2013-10-11 00:00:00,71,63,9,12,6,8.9,11,6.8,1005.2,1031.2,1.2,0.0,0,3.2,4.0,0.4,4.3,7,10,8.2
Екидин,2013-10-12 00:00:00,78,71,9,20,2,8.9,12.7,4.2,1005.4,1031.4,1.5,0.0,0,2.7,4.2,,2.5,5,8,8.9
Екидин,2013-10-13 00:00:00,68,44,10,23,1,9.2,16.8,1.5,997.1,1022.9,-0.6,0.0,0,4.5,10.1,,3.6,6,9,7.7
Екидин,2013-10-14 00:00:00,56,36,9,21,1,9.6,17.6,2.5,988.4,1013.9,-1.6,0.0,0,6.3,11.9,,6.0,11,17,6.31
Екидин,2013-10-15 00:00:00,66,50,6,11,-1,6.1,13.1,1.4,986.7,1012.4,-4.7,0.0,0,3.4,6.6,3.4,3.5,5,9,6.12
Екидин,2013-10-16 00:00:00,62,41,2,14,-5,1.7,9.5,-3.7,1000.1,1026.6,-7.6,0.0,0,3.0,6.8,,4.9,8,12,4.3
Екидин,2013-10-17 00:00:00,63,42,4,17,-5,3,11.6,-3.9,1001.5,1027.9,-6.7,0.0,0,3.4,7.6,,3.3,4,7,4.65
Екидин,2013-10-18 00:00:00,55,30,4,25,-6,3.6,14.4,-4.3,998.3,1024.6,-7.6,0.0,0,4.7,10.4,,1.5,2,4,4.09
Екидин,2013-10-19 00:00:00,56,32,9,26,0,7.9,17.7,1.0,1001.5,1027.5,-4.7,0.0,0,5.9,13.4,,2.6,6,7,5.69
Екидин,2013-10-20 00:00:00,51,31,9,24,0,11.2,20.3,5.0,995.9,1021.4,-1,0.0,0,7.6,15.6,,3.9,9,15,6.5
Екидин,2013-10-21 00:00:00,49,41,12,20,8,12.6,15,9.5,983.1,1008.2,-0.2,0.0,0,7.6,9.3,,6.8,9,16,7.1
Екидин,2013-10-22 00:00:00,59,38,5,16,-4,4.2,9.6,-3.3,994.8,1021.0,-5.6,0.0,0,3.7,6.8,,3.4,7,11,4.77
Екидин,2013-10-23 00:00:00,45,36,6,16,0,6.1,11.7,0.4,995.4,1021.4,-7.3,0.0,0,5.5,8.4,,3.9,7,11,4.2
Екидин,2013-10-24 00:00:00,55,47,8,21,1,6.4,11.5,2.5,998.3,1024.3,-3.6,0.0,0,4.4,6.9,,2.3,6,8,5.29
Екидин,2013-10-25 00:00:00,74,55,3,16,-4,1.1,8.6,-4.2,1000.6,1027.2,-6.1,0.0,0,2.1,4.8,,2.5,4,6,4.86
Екидин,2013-10-26 00:00:00,56,37,3,15,-5,2.5,11,-4.9,997.7,1024.1,-10.4,0.0,0,3.8,8.0,,4.6,7,12,3.99
Екидин,2013-10-27 00:00:00,64,53,4,10,-1,3.9,8.6,-0.8,998.0,1024.3,-6.9,0.0,0,3.0,4.3,0.3,5.9,8,12,5.24
Екидин,2013-10-28 00:00:00,66,56,7,16,1,7.4,12.5,2.9,998.9,1024.9,-0.2,0.0,0,3.7,6.2,,6.5,9,14,6.8
Екидин,2013-10-29 00:00:00,57,40,7,20,-1,6.7,13.9,0.0,998.9,1025.0,-5.4,0.0,0,4.7,9.3,,3.3,5,7,5.51
Екидин,2013-10-30 00:00:00,61,41,5,22,-4,4.5,15,-3.3,997.2,1023.5,-6.2,0.0,0,4.2,9.8,,1.6,3,5,5.03
Екидин,2013-10-31 00:00:00,66,50,4,18,-4,3.8,13.1,-3.4,997.9,1024.2,-6.5,0.0,0,3.3,7.3,,4.4,8,12,5.35
Екидин,2013-11-01 00:00:00,63,42,5,14,-1,5.8,12.6,-1.0,993.9,1019.9,-4.6,0.0,0,4.1,8.2,,8.1,14,20,5.62
Екидин,2013-11-02 00:00:00,75,63,5,10,2,5,10.7,3.1,994.2,1020.3,-2.5,0.0,0,2.2,3.29,3.8,5.1,7,14,6.55
Екидин,2013-11-03 00:00:00,72,61,-2,10,-8,0,5.7,-4.7,1003.8,1030.6,-7.3,0.0,0,1.8,3.4,,3.3,7,11,4.46
Екидин,2013-11-04 00:00:00,72,53,1,16,-4,0.9,7.9,-4.1,1004.1,1030.8,-7.4,0.0,0,2.1,4.9,,3.1,4,7,4.65
Екидин,2013-11-05 00:00:00,71,51,0,13,-6,0.4,8.7,-4.9,1002.9,1029.7,-7.6,0.0,0,2.2,5.2,,3.0,5,9,4.43
Екидин,2013-11-06 00:00:00,72,54,1,12,-6,2.1,8.6,-3.7,1001.0,1027.4,-5.3,0.0,0,2.4,5.0,,3.9,5,8,5.08
Екидин,2013-11-07 00:00:00,69,48,3,18,-4,4.6,12,-2.3,1004.8,1031.1,-4.4,0.0,0,3.1,7.2,,1.4,2,4,5.76
Екидин,2013-11-08 00:00:00,70,48,1,13,-4,2.4,11.3,-4.3,1007.6,1034.2,-6.8,0.0,0,2.7,6.7,,2.4,5,9,5.03
Екидин,2013-11-09 00:00:00,62,38,1,12,-4,1.8,7.6,-3.6,1006.2,1032.8,-9.2,0.0,0,3.0,6.2,,4.0,7,10,4.14
Екидин,2013-11-10 00:00:00,59,44,0,10,-3,1.1,5.2,-1.5,1002.6,1029.2,-8.7,0.0,0,2.9,4.55,,3.8,6,10,3.84
Екидин,2013-11-11 00:00:00,73,56,-2,9,-9,-2.1,5.7,-8.2,1011.0,1038.3,-9.9,0.0,0,1.7,3.95,,3.1,4,7,3.84
Екидин,2013-11-12 00:00:00,70,47,-2,9,-9,-1.4,7.5,-7.7,1010.3,1037.4,-9.8,0.0,0,2.1,5.17,,2.1,3,6,3.76
Екидин,2013-11-13 00:00:00,63,42,-2,8,-9,-1.4,7.1,-8.5,1003.2,1030.1,-11.2,0.0,0,2.6,5.54,,3.8,5,7,3.43
Екидин,2013-11-14 00:00:00,53,43,3,12,-1,4.3,9.4,1.1,1001.0,1027.2,-7.2,0.0,0,4.1,6.5,,1.6,3,5,4.3
Екидин,2013-11-15 00:00:00,61,40,1,14,-5,2.1,12,-4.4,997.3,1023.7,-8.1,0.0,0,3.3,8.1,,2.3,4,7,4.24
Екидин,2013-11-16 00:00:00,68,48,1,12,-6,1.8,9.2,-3.4,988.4,1014.6,-6.8,0.0,0,2.5,5.4,0.0,4.9,7,12,4.68
Екидин,2013-11-17 00:00:00,74,64,2,4,0,2.4,3.7,0.8,991.9,1018.1,-4.8,0.0,0,1.9,2.53,0.0,5.8,7,11,5.4
Екидин,2013-11-18 00:00:00,60,49,1,4,-2,1.7,4.6,-0.4,991.7,1018.0,-6.3,0.0,0,2.8,4.23,,8.1,11,18,4.11
Екидин,2013-11-19 00:00:00,75,52,1,3,-1,1.8,4.3,0.6,986.7,1012.9,-4.7,0.0,0,1.8,3.98,1.2,5.9,9,16,5.15
Екидин,2013-11-20 00:00:00,67,53,-1,3,-6,-0.7,2.1,-4.4,1007.2,1034.2,-7.4,0.0,0,2.0,3.26,0.0,5.9,9,13,3.86
Екидин,2013-11-21 00:00:00,70,51,-4,7,-8,-3.3,2.8,-6.7,1015.3,1042.8,-9.8,0.0,0,1.6,3.55,,3.3,4,8,3.31
Екидин,2013-11-22 00:00:00,69,48,-6,8,-13,-5.4,3.2,-12.3,1015.2,1042.9,-14.9,0.0,0,1.6,3.8,,1.4,2,6,2.83
Екидин,2013-11-23 00:00:00,66,41,-5,9,-12,-4.5,5,-11.3,1009.9,1037.3,-14,0.0,0,1.9,4.91,,1.3,4,6,2.8
Екидин,2013-11-24 00:00:00,68,50,-5,3,-13,-3.9,3,-11.4,1003.6,1030.8,-14.1,0.0,0,1.7,3.5,,2.0,3,5,3.13
Екидин,2013-11-25 00:00:00,64,46,-3,5,-7,-1.3,5.1,-5.4,1000.8,1027.7,-8.8,0.0,0,2.3,4.42,,1.6,3,7,3.46
Екидин,2013-11-26 00:00:00,71,63,-1,7,-6,-0.4,5.3,-5.1,999.7,1026.4,-8.1,0.0,0,1.8,3.08,0.0,1.1,2,6,4.3
Екидин,2013-11-27 00:00:00,74,62,-3,5,-8,-1.8,4.8,-6.3,996.2,1023.0,-8.5,0.0,0,1.6,3.23,,1.9,3,4,4.02
Екидин,2013-11-28 00:00:00,81,72,-1,7,-8,0.1,7,-5.6,989.9,1016.3,-7.6,0.0,0,1.3,2.71,,2.5,5,9,5.2
Екидин,2013-11-29 00:00:00,83,78,3,5,0,3.5,5.4,1.2,983.8,1009.7,-1.9,0.0,0,1.4,1.52,5.7,3.5,5,10,6.53
Екидин,2013-11-30 00:00:00,76,66,-1,1,-2,0.2,2.1,-1.3,992.1,1018.6,-4.8,0.0,0,1.5,2.25,0.3,6.6,9,14,4.69
