station,date,average,min,soil_tempaverage,soil_tempmax,soil_tempmin,air_tempaverage,air_tempmax,air_tempmin,pressureat station level,pressureat sea level,dew_pointmin,snow_cover_depth,snow_height_cm,def_nasaverage,def_nasmax,precipitationtotal,windaverage,windmax from 8 terms,windabs max,part_pressaverage,station_code,water_level,symbol,discharge,day,month,year
Екидин,2015-05-24,62,39,17,28,6,14.9,22,7.1,991.5,1016.6,5.3,0.0,0,7.7,15.5,,3.5,8,9,10.1,13221,693,^,25.0,24,5,2015
Екидин,2015-05-25,62,43,22,37,15,19.1,24.1,15.7,989.2,1013.8,9.3,0.0,0,9.1,16.6,1.3,7.0,9,10,13.3,13221,700,^,26.5,25,5,2015
Екидин,2015-05-26,56,33,25,45,10,18.5,25.4,11.3,994.2,1019.1,7.4,0.0,0,10.8,21.2,,0.3,1,2,11.4,13221,688,,23.9,26,5,2015
Екидин,2015-05-27,53,33,27,46,11,20.4,27.4,12.2,994.9,1019.6,7.7,0.0,0,12.7,23.3,,2.4,7,8,12.3,13221,667,,19.4,27,5,2015
Екидин,2015-05-28,53,34,28,48,13,21.9,29.2,13.7,991.6,1016.1,8,0.0,0,14.1,26.0,,1.4,7,8,13.5,13221,642,,14.0,28,5,2015
Екидин,2015-05-29,52,35,29,48,14,22.4,28.8,14.9,991.5,1015.9,9.8,0.0,0,14.7,25.0,,1.1,3,4,13.6,13221,632,,11.8,29,5,2015
Екидин,2015-05-30,50,32,28,45,14,23,29.9,14.7,993.1,1017.6,10.2,0.0,0,15.8,27.7,,1.4,5,6,13.5,13221,629,,9.93,30,5,2015
Екидин,2015-05-31,51,32,26,40,14,23.2,30.2,15.1,993.6,1018.1,10.3,0.0,0,15.8,28.0,,1.5,5,6,13.9,13221,623,,7.91,31,5,2015
Екидин,2015-06-01,51,34,28,45,17,23.1,29.5,16.6,993.9,1018.3,10.7,0.0,0,15.0,26.0,,1.4,3,4,14.1,13221,617,,5.98,1,6,2015
Екидин,2015-06-02,50,35,28,46,14,22.8,29.4,14.1,996.7,1021.3,8.2,0.0,0,15.4,25.7,,1.8,5,6,13.5,13221,616,,5.13,2,6,2015
Екидин,2015-06-03,50,29,29,46,14,24.1,31.2,14.3,994.4,1018.8,9.8,0.0,0,17.1,30.9,,2.3,6,7,14.3,13221,616,,4.66,3,6,2015
Екидин,2015-06-04,50,32,29,44,19,25,31.5,19.6,990.0,1014.1,11.7,0.0,0,17.2,30.9,1.1,1.6,4,5,15.3,13221,615,,3.93,4,6,2015
Екидин,2015-06-05,55,35,26,42,16,23.7,29.5,17.1,985.7,1009.8,10.9,0.0,0,14.0,25.7,1.8,3.1,8,9,15.9,13221,616,,3.53,5,6,2015
Екидин,2015-06-06,59,37,29,44,15,23.3,30.4,15.9,983.9,1008.1,12.9,0.0,0,13.7,25.9,2.1,1.6,4,5,16.1,13221,619,^,3.53,6,6,2015
Екидин,2015-06-07,57,42,28,45,17,22.6,29,18.0,983.0,1007.2,11,0.0,0,12.6,21.3,,3.5,8,9,15.2,13221,619,^,3.03,7,6,2015
Екидин,2015-06-08,54,36,23,44,10,16.8,21.6,11.1,984.1,1008.8,5.3,0.0,0,9.4,16.0,,3.3,9,10,10.1,13221,618,,2.47,8,6,2015
Екидин,2015-06-09,54,33,22,40,9,18.6,28.5,10.1,987.0,1011.6,5,0.0,0,12.2,25.2,,7.3,14,16,11.1,13221,615,,1.89,9,6,2015
Екидин,2015-06-10,49,30,26,45,9,20.9,30.5,9.8,991.3,1015.9,5,0.0,0,15.1,29.8,,1.6,3,4,11.7,13221,614,,1.47,10,6,2015
Екидин,2015-06-11,46,30,30,48,16,25.5,32.8,16.8,984.9,1008.9,10.7,0.0,0,19.9,33.0,,3.3,7,8,14.2,13221,613,,1.47,11,6,2015
Екидин,2015-06-12,48,30,31,49,16,24.6,31.6,17.2,983.8,1007.9,10.6,0.0,0,18.4,31.6,,3.3,9,10,13.9,13221,612,,1.47,12,6,2015
Екидин,2015-06-13,56,34,24,39,17,22.1,28.9,18.2,979.0,1003.1,10.7,0.0,0,12.2,24.5,0.8,1.8,4,5,14.8,13221,612,,1.47,13,6,2015
Екидин,2015-06-14,70,53,19,32,11,16.4,22.4,11.4,981.9,1006.6,9.3,0.0,0,6.1,11.1,8.4,5.6,9,10,12.8,13221,614,,1.71,14,6,2015
Екидин,2015-06-15,54,38,21,36,9,17.5,24.1,9.8,990.0,1014.9,5.1,0.0,0,10.5,17.9,,2.5,5,6,10.4,13221,610,,1.47,15,6,2015
Екидин,2015-06-16,47,30,29,46,14,23.7,32.1,15.2,989.1,1013.4,9,0.0,0,17.5,31.5,,1.8,3,4,13.4,13221,604,,1.11,16,6,2015
Екидин,2015-06-17,44,26,30,49,14,25.7,35,15.3,989.3,1013.4,9.8,0.0,0,21.6,39.2,,2.0,7,8,13.7,13221,602,,1.05,17,6,2015
Екидин,2015-06-18,44,26,32,49,17,27.3,34.8,18.1,987.7,1011.7,11.8,0.0,0,23.1,39.4,,1.5,4,5,15.0,13221,600,,0.92,18,6,2015
Екидин,2015-06-19,43,28,33,49,19,28.3,34.2,20.7,985.5,1009.3,12.3,0.0,0,23.8,37.1,0.0,2.8,7,8,15.7,13221,599,,0.92,19,6,2015
Екидин,2015-06-20,42,25,32,49,18,27.7,34.5,18.9,987.1,1011.0,9.9,0.0,0,23.7,38.7,,3.6,8,9,14.7,13221,598,,0.92,20,6,2015
Екидин,2015-06-21,41,25,31,48,18,26.4,34.1,18.5,989.8,1013.8,9,0.0,0,22.7,38.5,,5.8,9,10,13.4,13221,595,,0.81,21,6,2015
Екидин,2015-06-22,44,26,30,47,16,24.7,30.8,17.2,989.9,1014.1,8.6,0.0,0,19.2,32.2,,5.0,8,9,12.9,13221,592,,0.76,22,6,2015
Екидин,2015-06-23,45,27,29,48,13,23.6,32.7,13.5,986.7,1010.9,7.3,0.0,0,18.6,34.7,,4.9,10,12,12.4,13221,588,,0.61,23,6,2015
Екидин,2015-06-24,44,29,29,47,12,24.9,33.6,13.2,983.5,1007.5,7.8,0.0,0,20.6,35.7,,4.9,10,12,13.3,13221,586,,0.61,24,6,2015
Екидин,2015-06-25,41,24,31,48,16,27.3,35.8,17.1,981.1,1004.9,10.5,0.0,0,24.7,42.0,,4.4,9,10,13.8,13221,583,,0.52,25,6,2015
Екидин,2015-06-26,44,33,34,49,22,29.5,34.6,23.4,979.2,1002.8,14,0.0,0,24.3,35.3,,6.6,9,10,17.7,13221,581,,0.48,26,6,2015
Екидин,2015-06-27,41,30,31,47,18,26.1,33.8,18.5,981.1,1004.9,8.2,0.0,0,21.3,34.6,,5.0,9,10,13.7,13221,580,,0.52,27,6,2015
Екидин,2015-06-28,40,26,34,50,19,29,38,19.9,983.1,1006.8,10.2,0.0,0,27.5,46.9,,4.8,9,10,15.2,13221,579,,0.52,28,6,2015
Екидин,2015-06-29,36,26,35,53,22*,31.1,38.5,22.6,985.4,1009.0,* 12.1,0.0,0,31.3,49.6,,2.0,5,6,15.6,13221,577,,0.52,29,6,2015
Екидин,2015-06-30,36,25,36,52,23*,31.4,39.1,24.1,984.3,1007.8,* 12.6,0.0,0,31.6,50.1,,3.0,7,8,16.1,13221,575,_,0.48,30,6,2015
Екидин,2015-07-01,36,24,35,51,18,30.3,38.9,19.0,984.2,1007.8,9.3,0.0,0,30.9,50.2,,2.5,7,8,15.0,13221,573,^,0.4,1,7,2015
Екидин,2015-07-02,36,25,31,47,23*,29.5,37.5,23.8,980.7,1004.3,* 10.9,0.0,0,28.0,46.5,,5.5,16,18,14.4,13221,573,^,0.4,2,7,2015
Екидин,2015-07-03,43,32,29,40,18,24.8,31.1,19.2,980.8,1004.7,10.4,0.0,0,18.5,27.9,,5.8,9,10,13.3,13221,572,,0.37,3,7,2015
Екидин,2015-07-04,58,49,19,29,14,17.5,25.4,12.1,981.3,1005.9,6.2,0.0,0,8.6,13.7,2.4,7.8,16,18,11.6,13221,571,,0.33,4,7,2015
Екидин,2015-07-05,54,35,20,34,8,17,24.9,9.4,985.3,1010.1,5.1,0.0,0,10.4,19.7,,4.0,8,9,10.0,13221,570,,0.3,5,7,2015
Екидин,2015-07-06,44,30,26,42,12,23.4,35,12.5,983.6,1007.8,5.3,0.0,0,19.7,36.5,,6.0,12,14,12.4,13221,569,,0.27,6,7,2015
Екидин,2015-07-07,57,42,21,31,19,21,32.1,18.4,978.1,1002.4,11.3,0.0,0,11.1,19.5,2.1,5.5,10,12,14.0,13221,568,,0.24,7,7,2015
Екидин,2015-07-08,58,38,18,33,6,15.2,22,3.3,984.7,1009.6,3.4,0.0,0,8.4,15.5,2.3,2.1,5,6,9.6,13221,568,,0.24,8,7,2015
Екидин,2015-07-09,62,48,15,25,8,14.4,21.6,8.7,985.4,1010.3,3.8,0.0,0,6.7,12.9,9.1,4.0,10,12,10.1,13221,569,,0.27,9,7,2015
Екидин,2015-07-10,61,38,22,43,11,16.7,21.7,11.7,983.8,1008.5,6.5,0.0,0,8.2,15.6,,3.8,9,10,11.2,13221,571,,0.33,10,7,2015
Екидин,2015-07-11,53,30,23,39,10,20.8,30.9,10.8,987.1,1011.6,7.4,0.0,0,14.7,30.2,,2.5,7,8,12.2,13221,570,,0.33,11,7,2015
Екидин,2015-07-12,48,29,30,48,15,26.1,36.2,16.9,982.3,1006.2,11,0.0,0,20.8,40.3,,4.8,9,10,15.4,13221,569,,0.33,12,7,2015
Екидин,2015-07-13,37,24,31,48,18,26.3,33.7,18.7,983.0,1007.0,9,0.0,0,23.0,36.3,,3.1,5,6,12.3,13221,568,,0.3,13,7,2015
Екидин,2015-07-14,41,30,27,40,16,24.4,30.4,17.1,987.0,1011.2,8.1,0.0,0,19.3,28.2,,2.5,5,6,12.2,13221,566,,0.27,14,7,2015
Екидин,2015-07-15,43,26,29,49,11,24,33.6,12.3,988.5,1012.7,5,0.0,0,20.8,37.3,,1.1,3,4,12.1,13221,565,,0.27,15,7,2015
Екидин,2015-07-16,41,27,32,49,18,26.8,33.9,19.1,985.2,1009.1,8.2,0.0,0,23.3,37.0,,0.9,3,4,13.6,13221,564,,0.27,16,7,2015
Екидин,2015-07-17,38,20,33,50,17,28.7,37.6,18.9,979.2,1002.8,10,0.0,0,28.2,50.2,,1.0,2,3,13.7,13221,563,,0.27,17,7,2015
Екидин,2015-07-18,36,25,31,45,23*,27.8,35.3,24.2,973.9,997.5,*  9.0,0.0,0,24.5,34.2,,8.4,12,14,13.3,13221,563,,0.27,18,7,2015
Екидин,2015-07-19,44,38,27,43,15,21.3,28.2,15.7,983.8,1008.1,5.3,0.0,0,14.7,21.7,,2.5,7,8,11.3,13221,562,,0.27,19,7,2015
Екидин,2015-07-20,46,29,27,44,13,23.6,31.9,14.1,983.6,1007.8,8.2,0.0,0,18.1,32.6,,3.5,9,10,12.7,13221,561,,0.27,20,7,2015
Екидин,2015-07-21,49,27,30,52,16,23.2,29.7,16.9,979.3,1003.4,7.8,0.0,0,16.5,29.1,0.7,3.5,7,8,13.0,13221,561,,0.3,21,7,2015
Екидин,2015-07-22,45,27,31,47,16,23.5,30.5,17.1,982.9,1007.1,8.4,0.0,0,17.2,30.5,,2.8,7,8,12.6,13221,560,,0.27,22,7,2015
Екидин,2015-07-23,39,26,31,48,17,26.6,34.5,17.5,986.4,1010.3,8.8,0.0,0,23.9,37.6,,3.1,9,10,12.9,13221,559,,0.27,23,7,2015
Екидин,2015-07-24,45,28,30,50,17,25,32.7,17.1,984.3,1008.4,10.4,0.0,0,19.8,35.0,,1.5,4,5,13.4,13221,559,,0.3,24,7,2015
Екидин,2015-07-25,36,21,30,49,17,24.7,32.5,18.4,984.4,1008.5,6.2,0.0,0,21.6,35.2,,1.6,5,6,10.7,13221,558,,0.27,25,7,2015
Екидин,2015-07-26,40,26,28,43,15,23.8,31.3,15.8,980.6,1004.7,6.2,0.0,0,18.8,31.5,,4.8,10,12,11.6,13221,556,,0.24,26,7,2015
Екидин,2015-07-27,54,36,26,44,11,19.5,25.9,11.5,980.3,1004.7,6.2,0.0,0,11.6,20.6,,2.8,6,7,11.9,13221,555,,0.22,27,7,2015
Екидин,2015-07-28,49,31,26,46,10,19.9,26.6,12.0,982.2,1006.6,7,0.0,0,13.5,23.4,,2.4,6,7,10.7,13221,554,,0.22,28,7,2015
Екидин,2015-07-29,50,29,25,41,10,19.6,27.5,10.5,983.7,1008.2,6.1,0.0,0,13.2,25.1,,2.9,7,8,10.7,13221,554,,0.24,29,7,2015
Екидин,2015-07-30,48,25,29,51,12,21.9,30.6,12.7,987.9,1012.3,7.4,0.0,0,16.1,32.1,,0.9,2,3,11.8,13221,553,_,0.22,30,7,2015
Екидин,2015-07-31,39,25,32,52,15,25.3,33.4,15.3,989.1,1013.3,7.7,0.0,0,22.2,37.1,,1.1,3,4,12.0,13221,552,_,0.22,31,7,2015
Екидин,2015-08-01,38,23,32,52,16,27.7,37.6,17.0,989.0,1013.0,8.5,0.0,0,27.4,48.9,,0.8,3,4,13.2,13221,552,^,0.22,1,8,2015
Екидин,2015-08-02,34,19,37,57,19,30.5,39.1,19.8,989.9,1013.7,9.2,0.0,0,32.0,54.3,,0.5,2,3,14.3,13221,552,^,0.22,2,8,2015
Екидин,2015-08-03,34,24,34,53,20,30.6,39.6,22.0,986.6,1010.2,10.6,0.0,0,31.1,49.5,,4.0,10,12,14.6,13221,551,,0.19,3,8,2015
Екидин,2015-08-04,40,29,30,53,14,24.4,32.4,14.9,987.2,1011.4,5.8,0.0,0,19.5,30.0,,4.4,8,9,11.9,13221,550,,0.17,4,8,2015
Екидин,2015-08-05,42,31,27,48,12,22.2,30.2,13.0,982.9,1007.2,5.1,0.0,0,17.3,27.8,,2.1,6,7,11.1,13221,549,,0.17,5,8,2015
Екидин,2015-08-06,42,24,29,50,14,22.2,28.6,14.1,979.6,1003.7,5.9,0.0,0,17.1,28.9,,1.3,3,4,10.7,13221,549,,0.17,6,8,2015
Екидин,2015-08-07,45,31,24,41,11,18.5,25,12.1,981.0,1005.5,3,0.0,0,12.5,20.9,,3.8,9,10,9.3,13221,548,,0.15,7,8,2015
Екидин,2015-08-08,47,29,21,42,7,16.2,23.9,7.3,991.8,1016.7,2.1,0.0,0,11.3,20.2,,3.0,8,9,8.3,13221,548,,0.15,8,8,2015
Екидин,2015-08-09,46,35,24,44,12,20.5,27.5,13.3,990.1,1014.6,4.5,0.0,0,14.3,23.3,,3.9,6,7,11.0,13221,547,,0.13,9,8,2015
Екидин,2015-08-10,44,24,27,45,15,22.2,29.5,15.6,987.9,1012.3,6.2,0.0,0,16.6,30.3,,1.8,4,5,11.2,13221,547,,0.13,10,8,2015
Екидин,2015-08-11,40,25,27,44,15,23.2,30.4,16.3,983.4,1007.6,4.8,0.0,0,18.7,31.0,,5.6,9,10,10.8,13221,547,,0.056,11,8,2015
Екидин,2015-08-12,45,35,23,34,13,19.8,26.2,14.7,984.9,1009.4,6.1,0.0,0,13.2,19.1,,3.1,7,8,10.3,13221,546,,0.045,12,8,2015
Екидин,2015-08-13,49,35,23,36,10,18.6,24.6,10.9,989.0,1013.7,5.1,0.0,0,12.1,19.5,,4.6,7,8,10.0,13221,546,,0.045,13,8,2015
Екидин,2015-08-14,47,27,26,51,8,17.4,25.3,8.7,995.5,1020.4,3.4,0.0,0,12.4,22.7,,2.1,5,6,8.7,13221,545,,0.036,14,8,2015
Екидин,2015-08-15,44,27,26,47,10,20.6,30.6,10.5,994.9,1019.5,4.6,0.0,0,16.2,29.9,,3.0,8,9,10.1,13221,545,,0.036,15,8,2015
Екидин,2015-08-16,41,26,28,52,11,22.6,32.5,11.9,990.0,1014.4,4.3,0.0,0,19.4,35.2,,1.5,6,7,10.7,13221,545,,0.036,16,8,2015
Екидин,2015-08-17,38,25,30,50,14,25.2,34.8,15.0,985.5,1009.6,5.8,0.0,0,22.9,39.2,,3.5,7,8,11.6,13221,545,В,0.0,17,8,2015
Екидин,2015-08-18,39,24,32,52,19,28.5,37.3,20.1,979.3,1002.9,9.8,0.0,0,25.8,45.4,,6.8,16,18,14.5,13221,544,В,0.0,18,8,2015
Екидин,2015-08-19,40,22,28,50,11,21.5,30.3,11.3,986.1,1010.5,4.1,0.0,0,17.6,32.5,,2.8,5,9,9.7,13221,544,В,0.0,19,8,2015
Екидин,2015-08-20,42,27,26,48,11,20.6,30.9,11.6,986.8,1011.3,4,0.0,0,16.1,29.6,,2.6,6,13,9.8,13221,544,В,0.0,20,8,2015
Екидин,2015-08-21,53,37,23,42,12,17.1,22.9,13.4,983.2,1007.9,4.3,0.0,0,9.5,14.8,,5.0,7,14,10.2,13221,544,В,0.0,21,8,2015
Екидин,2015-08-22,52,26,23,45,12,16.2,21.3,12.4,988.3,1013.2,0.9,0.0,0,9.6,18.2,,3.9,5,10,9.2,13221,544,_В,0.0,22,8,2015
Екидин,2015-08-23,42,25,24,48,9,18.8,27.4,9.7,987.8,1012.5,1.7,0.0,0,14.5,26.2,,5.0,8,13,8.7,13221,543,_В,0.0,23,8,2015
Екидин,2015-08-24,55,36,24,45,11,18.6,24.8,12.9,983.3,1007.9,4.3,0.0,0,10.4,19.3,9.4,2.5,6,14,11.6,13221,543,_В,0.0,24,8,2015
Екидин,2015-08-25,74,68,11,16,9,10.8,16.2,9.5,981.6,1006.8,4.8,0.0,0,3.4,4.2,4.5,5.1,7,12,9.6,13221,548,В,0.0,25,8,2015
Екидин,2015-08-26,62,37,13,20,7,11.2,15.8,7.6,986.9,1012.2,0.6,0.0,0,5.6,11.2,,2.4,5,9,7.9,13221,549,В,0.0,26,8,2015
Екидин,2015-08-27,59,33,16,38,3,12.6,21.7,4.0,994.1,1019.4,1.8,0.0,0,7.7,16.6,,2.0,4,6,8.0,13221,549,В,0.0,27,8,2015
Екидин,2015-08-28,54,27,19,42,5,15.7,25.6,6.3,996.2,1021.3,3.1,0.0,0,10.6,22.7,,2.3,3,12,8.8,13221,548,В,0.0,28,8,2015
Екидин,2015-08-29,43,25,22,43,10,20.4,29.7,10.9,992.2,1016.8,3.6,0.0,0,16.5,30.1,,5.3,9,16,9.5,13221,548,В,0.0,29,8,2015
Екидин,2015-08-30,35,22,24,38,16,23.7,30.2,17.8,987.5,1011.8,5.1,0.0,0,20.3,32.1,,6.0,10,17,9.9,13221,547,В,0.0,30,8,2015
Екидин,2015-08-31,39,25,24,40,18,22.3,27.6,17.8,982.6,1006.9,5.1,0.0,0,17.1,27.1,,4.0,7,11,10.2,13221,547,В,0.0,31,8,2015
Екидин,2015-09-01,53,38,19,38,10,16.2,22.5,11.1,982.3,1007.1,4,0.0,0,9.3,16.2,,3.3,5,10,9.6,13221,547,^В,0.0,1,9,2015
Екидин,2015-09-02,50,36,16,39,3,12.6,20.6,4.0,984.7,1009.8,-1.5,0.0,0,8.3,15.0,,2.0,4,9,7.3,13221,547,^В,0.0,2,9,2015
Екидин,2015-09-03,46,32,18,35,9,14.6,19.3,10.0,987.8,1012.9,1.5,0.0,0,9.5,14.9,,1.5,4,8,7.4,13221,547,^В,0.0,3,9,2015
Екидин,2015-09-04,48,31,18,41,7,15.2,24.4,7.9,993.3,1018.5,2.3,0.0,0,10.4,19.8,,2.5,4,7,7.9,13221,547,^В,0.0,4,9,2015
Екидин,2015-09-05,40,25,18,32,9,17.5,25.4,11.1,998.3,1023.3,0.4,0.0,0,13.4,23.8,,4.0,6,11,7.7,13221,547,^В,0.0,5,9,2015
Екидин,2015-09-06,43,28,19,35,9,16.7,25.1,9.4,999.7,1024.8,1.7,0.0,0,11.9,21.5,,3.1,6,13,8.0,13221,546,В,0.0,6,9,2015
Екидин,2015-09-07,51,25,18,23,15,19.2,24.5,15.6,997.3,1022.1,2.3,0.0,0,11.9,22.2,0.4,3.9,8,14,10.8,13221,546,В,0.0,7,9,2015
Екидин,2015-09-08,46,29,24,49,10,22.3,33.7,11.4,995.9,1020.4,5.1,0.0,0,18.1,36.4,,2.0,3,8,11.9,13221,546,В,0.0,8,9,2015
Екидин,2015-09-09,39,23,26,48,13,24.1,35.4,13.2,998.3,1022.8,4.6,0.0,0,22.3,43.0,,1.9,2,6,10.9,13221,546,В,0.0,9,9,2015
Екидин,2015-09-10,39,22,27,49,14,25.2,35.6,15.4,994.9,1019.2,6.2,0.0,0,23.0,43.5,,3.0,4,10,11.7,13221,546,В,0.0,10,9,2015
Екидин,2015-09-11,46,31,23,36,15,21.4,28.5,15.9,986.2,1010.6,7.8,0.0,0,14.7,26.2,,5.0,7,13,11.5,13221,546,В,0.0,11,9,2015
Екидин,2015-09-12,59,42,15,26,11,13.9,20.7,11.9,989.4,1014.5,2.7,0.0,0,6.7,10.0,,6.5,8,12,9.2,13221,546,В,0.0,12,9,2015
Екидин,2015-09-13,60,47,12,25,1,9.4,16.5,1.5,996.7,1022.4,-2.7,0.0,0,5.4,9.5,,3.6,7,13,7.0,13221,546,В,0.0,13,9,2015
Екидин,2015-09-14,54,35,16,37,2,11.1,18.6,4.0,1000.3,1026.0,-0.8,0.0,0,7.0,13.6,,2.3,5,9,6.9,13221,546,В,0.0,14,9,2015
Екидин,2015-09-15,52,28,17,38,2,12.5,22,3.6,1001.5,1027.0,-1.1,0.0,0,8.7,18.4,,2.3,3,9,7.1,13221,546,В,0.0,15,9,2015
Екидин,2015-09-16,47,31,17,38,4,14,22.6,5.0,997.2,1022.5,-0.9,0.0,0,10.1,18.3,,1.9,3,7,7.2,13221,546,В,0.0,16,9,2015
Екидин,2015-09-17,51,36,19,41,8,16.1,25,9.7,992.8,1017.8,3,0.0,0,10.4,19.4,,1.5,3,6,9.0,13221,545,В,0.0,17,9,2015
Екидин,2015-09-18,50,38,20,36,11,16.6,22.6,12.0,993.4,1018.4,4.6,0.0,0,10.3,16.6,,2.9,4,7,9.2,13221,545,В,0.0,18,9,2015
Екидин,2015-09-19,59,40,14,26,4,12.8,20.1,5.8,991.7,1017.0,1.5,0.0,0,6.8,13.7,,3.0,6,12,8.7,13221,545,В,0.0,19,9,2015
Екидин,2015-09-20,57,34,20,33,12,18.2,26,13.0,986.9,1011.6,7.3,0.0,0,10.2,21.1,,5.0,8,13,11.5,13221,544,_В,0.0,20,9,2015
Екидин,2015-09-21,73,47,16,28,9,14.3,23.1,10.8,989.5,1014.6,2.1,0.0,0,4.5,9.8,3.3,3.8,7,13,11.9,13221,546,^В,0.0,21,9,2015
Екидин,2015-09-22,62,41,13,34,1,8.7,16.2,1.6,999.8,1025.7,-1.2,0.0,0,5.0,10.4,,1.3,3,6,6.79,13221,547,^В,0.0,22,9,2015
Екидин,2015-09-23,55,38,16,38,3,11.1,19.3,3.9,1000.7,1026.3,-0.9,0.0,0,7.0,13.5,,1.6,3,8,7.0,13221,547,^В,0.0,23,9,2015
Екидин,2015-09-24,58,42,14,28,6,12.5,19.6,6.6,999.9,1025.4,0.4,0.0,0,6.7,12.4,0.3,1.6,6,9,8.3,13221,546,В,0.0,24,9,2015
Екидин,2015-09-25,64,33,16,36,5,12.6,20.3,4.8,998.3,1023.7,1.9,0.0,0,6.7,15.5,,1.6,3,6,8.7,13221,546,В,0.0,25,9,2015
Екидин,2015-09-26,51,35,16,36,4,12.3,19.8,5.0,996.4,1021.9,0.1,0.0,0,8.0,14.6,,2.1,3,6,7.1,13221,546,В,0.0,26,9,2015
Екидин,2015-09-27,48,36,14,29,6,11.5,16.1,7.1,999.9,1025.5,-1.7,0.0,0,7.4,11.3,,5.6,9,12,6.4,13221,546,В,0.0,27,9,2015
Екидин,2015-09-28,48,34,12,36,-1,8.6,17.8,-0.5,1008.4,1034.5,-5.7,0.0,0,7.0,13.0,,1.8,6,9,5.19,13221,546,В,0.0,28,9,2015
Екидин,2015-09-29,48,31,12,36,-1,8.9,19.3,-0.2,1010.4,1036.5,-6.5,0.0,0,7.5,14.4,,1.0,2,5,5.31,13221,546,В,0.0,29,9,2015
Екидин,2015-09-30,46,31,15,36,3,13.1,23.9,4.2,1004.8,1030.4,-2.4,0.0,0,9.8,19.7,,1.8,3,7,6.8,13221,546,В,0.0,30,9,2015
Екидин,2015-10-01,55,36,16,39,4,13.4,24.1,4.4,993.1,1018.4,0.6,0.0,0,8.6,18.3,,1.6,4,8,8.2,13221,546,_В,0.0,1,10,2015
Екидин,2015-10-02,47,32,14,31,4,12.2,20.8,4.9,987.8,1013.1,-1.6,0.0,0,8.6,16.0,,4.0,5,10,6.5,13221,546,_В,0.0,2,10,2015
Екидин,2015-10-03,57,49,13,26,5,11.3,16.3,6.2,980.1,1005.2,-4,0.0,0,5.8,8.3,,7.9,11,16,7.8,13221,547,_В,0.0,3,10,2015
Екидин,2015-10-04,63,57,13,17,9,12.6,15,9.6,978.1,1003.0,3,0.0,0,5.4,7.0,,8.8,12,16,9.3,13221,547,В,0.0,4,10,2015
Екидин,2015-10-05,60,46,9,27,-1,5.5,10.6,0.3,998.8,1025.0,-3.8,0.0,0,3.8,6.8,,4.0,6,9,5.38,13221,547,В,0.0,5,10,2015
Екидин,2015-10-06,56,40,8,29,-4,5,15.3,-3.0,1000.7,1026.9,-7.1,0.0,0,4.8,10.1,,3.4,5,8,4.84,13221,547,В,0.0,6,10,2015
Екидин,2015-10-07,52,35,10,30,-2,8.4,20.3,-1.4,989.5,1015.1,-6.5,0.0,0,6.9,14.9,,2.9,5,9,5.74,13221,547,В,0.0,7,10,2015
Екидин,2015-10-08,50,36,14,29,1,14,26.3,2.3,981.2,1006.1,-3.2,0.0,0,10.3,20.6,,4.5,8,15,8.1,13221,548,В,0.0,8,10,2015
Екидин,2015-10-09,60,45,11,21,1,8.4,22.3,1.6,986.3,1011.8,-6.9,0.0,0,4.9,10.8,,4.9,7,14,7.33,13221,548,В,0.0,9,10,2015
Екидин,2015-10-10,60,46,2,20,-7,-0.1,8.1,-6.2,996.4,1023.1,-10.1,0.0,0,2.8,5.5,,1.6,4,6,3.65,13221,548,В,0.0,10,10,2015
Екидин,2015-10-11,57,40,3,18,-7,2,10,-6.2,996.0,1022.4,-9.3,0.0,0,3.7,7.2,,1.0,3,6,3.91,13221,548,В,0.0,11,10,2015
Екидин,2015-10-12,57,43,4,18,-6,2.1,8.7,-5.2,993.6,1020.0,-9.8,0.0,0,3.6,6.2,,3.4,6,12,3.99,13221,549,В,0.0,12,10,2015
Екидин,2015-10-13,63,45,2,19,-6,-0.9,5.3,-5.3,993.9,1020.6,-9.4,0.0,0,2.3,4.23,,4.8,6,12,3.55,13221,549,В,0.0,13,10,2015
Екидин,2015-10-14,65,48,2,18,-6,0.3,6.6,-5.9,1001.7,1028.4,-8.3,0.0,0,2.5,5.0,,3.5,5,10,3.94,13221,549,В,0.0,14,10,2015
Екидин,2015-10-15,63,44,2,24,-9,0.4,9.4,-8.2,1006.2,1033.0,-11.4,0.0,0,2.9,6.3,,2.0,3,7,3.91,13221,549,В,0.0,15,10,2015
Екидин,2015-10-16,59,41,2,14,-7,1.8,10.3,-6.2,999.0,1025.5,-9.6,0.0,0,3.6,7.3,,1.3,3,6,3.99,13221,550,В,0.0,16,10,2015
Екидин,2015-10-17,51,42,7,20,0,5.4,10.5,0.4,995.1,1021.1,-6.5,0.0,0,4.6,7.2,,2.4,3,8,4.53,13221,550,В,0.0,17,10,2015
Екидин,2015-10-18,60,47,6,15,2,5.8,11.4,3.0,997.1,1023.2,-3.4,0.0,0,3.9,7.1,,4.5,9,15,5.5,13221,550,В,0.0,18,10,2015
Екидин,2015-10-19,63,57,7,17,3,6.4,10.9,3.8,996.1,1022.1,-2,0.0,0,3.7,5.5,,6.9,11,16,6.08,13221,550,В,0.0,19,10,2015
Екидин,2015-10-20,66,55,6,12,2,6.3,10.2,2.9,989.1,1014.9,-1.2,0.0,0,3.3,5.5,,9.1,15,21,6.3,13221,551,В,0.0,20,10,2015
