station_code,date,water_level,symbol,discharge
13221,2014-09-02,547,_В,нб
13221,2014-09-03,547,_В,нб
13221,2014-09-04,547,_В,нб
13221,2014-09-05,547,_В,нб
13221,2014-09-06,547,_В,нб
13221,2014-09-07,547,_В,нб
13221,2014-09-08,547,_В,нб
13221,2014-09-09,547,_В,нб
13221,2014-09-10,547,_В,нб
13221,2014-09-11,547,_В,нб
13221,2014-09-12,547,_В,нб
13221,2014-09-13,548,_В,нб
13221,2014-09-14,548,В,нб
13221,2014-09-15,548,В,нб
13221,2014-09-16,548,В,нб
13221,2014-09-17,548,В,нб
13221,2014-09-18,548,В,нб
13221,2014-09-19,549,В,нб
13221,2014-09-20,549,В,нб
13221,2014-09-21,549,В,нб
13221,2014-09-22,549,В,нб
13221,2014-09-23,549,В,нб
13221,2014-09-24,549,В,нб
13221,2014-09-25,549,В,нб
13221,2014-09-26,549,В,нб
13221,2014-09-27,550,В,нб
13221,2014-09-28,550,В,нб
13221,2014-09-29,551,^В,нб
13221,2014-09-30,551,^В,нб
13221,2014-10-01,551,_В,нб
13221,2014-10-02,552,_В,нб
13221,2014-10-03,552,В,нб
13221,2014-10-04,552,В,нб
13221,2014-10-05,552,В,нб
13221,2014-10-06,552,В,нб
13221,2014-10-07,553,В,нб
13221,2014-10-08,555,В,нб
13221,2014-10-09,555,В,нб
13221,2014-10-10,555,В,нб
13221,2014-10-11,555,В,нб
13221,2014-10-12,555,В,нб
13221,2014-10-13,555,В,нб
13221,2014-10-14,555,В,нб
13221,2014-10-15,555,В,нб
13221,2014-10-16,555,В,нб
13221,2014-10-17,555,В,нб
13221,2014-10-18,554,В,нб
13221,2014-10-19,554,В,нб
13221,2014-10-20,556,^В,нб
13221,2014-10-21,557,^В,нб
13221,2014-10-22,557,^В,нб
13221,2014-10-23,557,^В,нб
13221,2014-10-24,556,В,нб
13221,2014-10-25,556,)В,нб
13221,2014-10-26,556,ZВ,нб
13221,2014-10-27,555,ZВ,нб
13221,2014-10-28,554,ZВ,нб
13221,2014-10-29,554,ZВ,нб
13221,2014-10-30,554,ZВ,нб
13221,2014-10-31,554,ZВ,нб
13221,2014-11-01,554,_ZВ,нб
13221,2014-11-02,554,_ZВ,нб
13221,2014-11-03,554,_ZВ,нб
13221,2014-11-04,554,_ZВ,нб
13221,2014-11-05,554,_В,нб
13221,2014-11-06,557,В,нб
13221,2014-11-07,559,В,нб
13221,2014-11-08,561,В,нб
13221,2014-11-09,565,В,нб
13221,2014-11-10,566,В,нб
13221,2014-11-11,577,В,нб
13221,2014-11-12,593,^В,нб
13221,2014-11-13,593,^)В,нб
13221,2014-11-14,593,^)В,нб
13221,2014-11-15,593,^)В,нб
13221,2014-11-16,592,)В,нб
13221,2014-11-17,592,)В,нб
13221,2014-11-18,591,IВ,нб
13221,2014-11-19,591,IВ,нб
13221,2014-11-20,591,IВ,нб
13221,2014-11-21,591,IВ,нб
13221,2014-11-22,591,IВ,нб
13221,2014-11-23,590,IВ,нб
13221,2014-11-24,590,IВ,нб
13221,2014-11-25,590,IВ,нб
13221,2014-11-26,590,IВ,нб
13221,2014-11-27,589,IВ,нб
13221,2014-11-28,589,IВ,нб
13221,2014-11-29,589,IВ,нб
13221,2014-11-30,589,IВ,нб
13221,2014-12-01,589,IВ,нб
13221,2014-12-02,589,IВ,нб
13221,2014-12-03,589,IВ,нб
13221,2014-12-04,589,IВ,нб
13221,2014-12-05,590,IВ,нб
13221,2014-12-06,590,IВ,нб
13221,2014-12-07,590,IВ,нб
13221,2014-12-08,590,IВ,нб
13221,2014-12-09,590,IВ,нб
13221,2014-12-10,590,IВ,нб
13221,2014-12-11,590,IВ,нб
13221,2014-12-12,590,IВ,нб
13221,2014-12-13,591,^IВ,нб
13221,2014-12-14,591,^IВ,нб
13221,2014-12-15,591,^IВ,нб
13221,2014-12-16,591,^IВ,нб
13221,2014-12-17,591,^IВ,нб
13221,2014-12-18,591,^IВ,нб
13221,2014-12-19,591,^IВ,нб
13221,2014-12-20,590,IВ,нб
13221,2014-12-21,590,IВ,нб
13221,2014-12-22,589,IВ,нб
13221,2014-12-23,589,IВ,нб
13221,2014-12-24,589,IВ,нб
13221,2014-12-25,589,IВ,нб
13221,2014-12-26,589,IВ,нб
13221,2014-12-27,589,IВ,нб
13221,2014-12-28,589,_IВ,нб
13221,2014-12-29,588,_IВ,нб
13221,2014-12-30,588,_IВ,нб
13221,2014-12-31,588,_IВ,нб
13221,2015-01-01,588,IВ,нб
13221,2015-01-02,588,IВ,нб
13221,2015-01-03,588,IВ,нб
13221,2015-01-04,587,IВ,нб
13221,2015-01-05,587,IВ,нб
13221,2015-01-06,587,_IВ,нб
13221,2015-01-07,586,_IВ,нб
13221,2015-01-08,587,IВ,нб
13221,2015-01-09,589,IВ,нб
13221,2015-01-10,589,IВ,нб
13221,2015-01-11,589,IВ,нб
13221,2015-01-12,589,IВ,нб
13221,2015-01-13,590,IВ,нб
13221,2015-01-14,590,IВ,нб
13221,2015-01-15,590,IВ,нб
13221,2015-01-16,590,IВ,нб
13221,2015-01-17,591,^IВ,нб
13221,2015-01-18,591,^IВ,нб
13221,2015-01-19,591,^IВ,нб
13221,2015-01-20,591,^IВ,нб
13221,2015-01-21,591,^IВ,нб
13221,2015-01-22,591,^IВ,нб
13221,2015-01-23,591,^IВ,нб
13221,2015-01-24,590,IВ,нб
13221,2015-01-25,590,IВ,нб
13221,2015-01-26,589,IВ,нб
13221,2015-01-27,589,IВ,нб
13221,2015-01-28,588,IВ,нб
13221,2015-01-29,588,IВ,нб
13221,2015-01-30,587,IВ,нб
13221,2015-01-31,587,IВ,нб
13221,2015-02-01,586,_IВ,нб
13221,2015-02-02,586,_IВ,нб
13221,2015-02-03,586,_IВ,нб
13221,2015-02-04,586,_IВ,нб
13221,2015-02-05,586,_IВ,нб
13221,2015-02-06,587,IВ,нб
13221,2015-02-07,587,IВ,нб
13221,2015-02-08,587,IВ,нб
13221,2015-02-09,588,IВ,нб
13221,2015-02-10,588,IВ,нб
13221,2015-02-11,588,IВ,нб
13221,2015-02-12,588,IВ,нб
13221,2015-02-13,589,IВ,нб
13221,2015-02-14,589,IВ,нб
13221,2015-02-15,589,IВ,нб
13221,2015-02-16,589,IВ,нб
13221,2015-02-17,589,IВ,нб
13221,2015-02-18,589,IВ,нб
13221,2015-02-19,590,IВ,нб
13221,2015-02-20,590,IВ,нб
13221,2015-02-21,590,IВ,нб
13221,2015-02-22,591,IВ,нб
13221,2015-02-23,591,IВ,нб
13221,2015-02-24,592,^IВ,нб
13221,2015-02-25,592,^IВ,нб
13221,2015-02-26,592,^IВ,нб
13221,2015-02-27,592,^IВ,нб
13221,2015-02-28,592,^IВ,нб
13221,2015-03-01,592,_IВ,нб
13221,2015-03-02,592,_IВ,нб
13221,2015-03-03,592,_IВ,нб
13221,2015-03-04,592,_IВ,нб
13221,2015-03-05,593,IВ,нб
13221,2015-03-06,593,IВ,нб
13221,2015-03-07,593,IВ,нб
13221,2015-03-08,593,IВ,нб
13221,2015-03-09,593,IВ,нб
13221,2015-03-10,593,IВ,нб
13221,2015-03-11,594,IВ,нб
13221,2015-03-12,594,IВ,нб
13221,2015-03-13,594,IВ,нб
13221,2015-03-14,594,IВ,нб
13221,2015-03-15,595,IВ,нб
13221,2015-03-16,595,IВ,нб
13221,2015-03-17,595,IВ,нб
13221,2015-03-18,596,IВ,нб
13221,2015-03-19,596,IВ,нб
13221,2015-03-20,596,IВ,нб
13221,2015-03-21,597,IВ,нб
13221,2015-03-22,601,~В,нб
13221,2015-03-23,603,^~В,нб
13221,2015-03-24,603,^~В,нб
13221,2015-03-25,603,^~В,нб
13221,2015-03-26,602,^~В,нб
13221,2015-03-27,602,^~В,нб
13221,2015-03-28,602,IВ,нб
13221,2015-03-29,602,IВ,нб
13221,2015-03-30,602,IВ,нб
13221,2015-03-31,602,IВ,нб
13221,2015-04-01,602,_IВ,нб
13221,2015-04-02,603,_IВ,нб
13221,2015-04-03,603,IВ,нб
13221,2015-04-04,604,~В,нб
13221,2015-04-05,607,~В,нб
13221,2015-04-06,608,~В,нб
13221,2015-04-07,610,~В,нб
13221,2015-04-08,613,~В,нб
13221,2015-04-09,669,I~,нб
13221,2015-04-10,780,ЛI,нб
13221,2015-04-11,933,^Л,259
13221,2015-04-12,894,Л,168
13221,2015-04-13,885,Л,203
13221,2015-04-14,792,,97.5
13221,2015-04-15,724,,47.4
13221,2015-04-16,711,,39.7
13221,2015-04-17,726,,48.5
13221,2015-04-18,754,,63.2
13221,2015-04-19,725,,48
13221,2015-04-20,698,,33.6
13221,2015-04-21,678,,28.4
13221,2015-04-22,670,,25.7
13221,2015-04-23,666,,24.8
13221,2015-04-24,658,,23.2
13221,2015-04-25,645,,20.9
13221,2015-04-26,639,,19.9
13221,2015-04-27,635,,19.2
13221,2015-04-28,631,,18.5
13221,2015-04-29,627,,17.8
13221,2015-04-30,620,,17
13221,2015-05-01,617,,16.6
13221,2015-05-02,614,,16.3
13221,2015-05-03,611,_,14.7
13221,2015-05-04,611,_,13.6
13221,2015-05-05,611,_,12.5
13221,2015-05-06,612,_,11.3
13221,2015-05-07,612,,10.1
13221,2015-05-08,613,,9
13221,2015-05-09,613,,7.85
13221,2015-05-10,614,,6.78
13221,2015-05-11,615,,7.06
13221,2015-05-12,615,,7.06
13221,2015-05-13,614,,6.78
13221,2015-05-14,614,,6.78
13221,2015-05-15,612,,6.22
13221,2015-05-16,614,,6.78
13221,2015-05-17,613,,6.5
13221,2015-05-18,612,,6.22
13221,2015-05-19,611,_,5.94
13221,2015-05-20,612,_,6.22
13221,2015-05-21,614,,6.78
13221,2015-05-22,618,,7.9
13221,2015-05-23,648,,15.3
13221,2015-05-24,693,^,25
13221,2015-05-25,700,^,26.5
13221,2015-05-26,688,,23.9
13221,2015-05-27,667,,19.4
13221,2015-05-28,642,,14
13221,2015-05-29,632,,11.8
13221,2015-05-30,629,,9.93
13221,2015-05-31,623,,7.91
13221,2015-06-01,617,,5.98
13221,2015-06-02,616,,5.13
13221,2015-06-03,616,,4.66
13221,2015-06-04,615,,3.93
13221,2015-06-05,616,,3.53
13221,2015-06-06,619,^,3.53
13221,2015-06-07,619,^,3.03
13221,2015-06-08,618,,2.47
13221,2015-06-09,615,,1.89
13221,2015-06-10,614,,1.47
13221,2015-06-11,613,,1.47
13221,2015-06-12,612,,1.47
13221,2015-06-13,612,,1.47
13221,2015-06-14,614,,1.71
13221,2015-06-15,610,,1.47
13221,2015-06-16,604,,1.11
13221,2015-06-17,602,,1.05
13221,2015-06-18,600,,0.92
13221,2015-06-19,599,,0.92
13221,2015-06-20,598,,0.92
13221,2015-06-21,595,,0.81
13221,2015-06-22,592,,0.76
13221,2015-06-23,588,,0.61
13221,2015-06-24,586,,0.61
13221,2015-06-25,583,,0.52
13221,2015-06-26,581,,0.48
13221,2015-06-27,580,,0.52
13221,2015-06-28,579,,0.52
13221,2015-06-29,577,,0.52
13221,2015-06-30,575,_,0.48
13221,2015-07-01,573,^,0.4
13221,2015-07-02,573,^,0.4
13221,2015-07-03,572,,0.37
13221,2015-07-04,571,,0.33
13221,2015-07-05,570,,0.3
13221,2015-07-06,569,,0.27
13221,2015-07-07,568,,0.24
13221,2015-07-08,568,,0.24
13221,2015-07-09,569,,0.27
13221,2015-07-10,571,,0.33
13221,2015-07-11,570,,0.33
13221,2015-07-12,569,,0.33
13221,2015-07-13,568,,0.3
13221,2015-07-14,566,,0.27
13221,2015-07-15,565,,0.27
13221,2015-07-16,564,,0.27
13221,2015-07-17,563,,0.27
13221,2015-07-18,563,,0.27
13221,2015-07-19,562,,0.27
13221,2015-07-20,561,,0.27
13221,2015-07-21,561,,0.3
13221,2015-07-22,560,,0.27
13221,2015-07-23,559,,0.27
13221,2015-07-24,559,,0.3
13221,2015-07-25,558,,0.27
13221,2015-07-26,556,,0.24
13221,2015-07-27,555,,0.22
13221,2015-07-28,554,,0.22
13221,2015-07-29,554,,0.24
13221,2015-07-30,553,_,0.22
13221,2015-07-31,552,_,0.22
13221,2015-08-01,552,^,0.22
13221,2015-08-02,552,^,0.22
13221,2015-08-03,551,,0.19
13221,2015-08-04,550,,0.17
13221,2015-08-05,549,,0.17
13221,2015-08-06,549,,0.17
13221,2015-08-07,548,,0.15
13221,2015-08-08,548,,0.15
13221,2015-08-09,547,,0.13
13221,2015-08-10,547,,0.13
13221,2015-08-11,547,,0.056
13221,2015-08-12,546,,0.045
13221,2015-08-13,546,,0.045
13221,2015-08-14,545,,0.036
13221,2015-08-15,545,,0.036
13221,2015-08-16,545,,0.036
13221,2015-08-17,545,В,нб
13221,2015-08-18,544,В,нб
13221,2015-08-19,544,В,нб
13221,2015-08-20,544,В,нб
13221,2015-08-21,544,В,нб
13221,2015-08-22,544,_В,нб
13221,2015-08-23,543,_В,нб
13221,2015-08-24,543,_В,нб
13221,2015-08-25,548,В,нб
13221,2015-08-26,549,В,нб
13221,2015-08-27,549,В,нб
13221,2015-08-28,548,В,нб
13221,2015-08-29,548,В,нб
13221,2015-08-30,547,В,нб
13221,2015-08-31,547,В,нб
13221,2015-09-01,547,^В,нб
13221,2015-09-02,547,^В,нб
13221,2015-09-03,547,^В,нб
13221,2015-09-04,547,^В,нб
13221,2015-09-05,547,^В,нб
13221,2015-09-06,546,В,нб
13221,2015-09-07,546,В,нб
13221,2015-09-08,546,В,нб
13221,2015-09-09,546,В,нб
13221,2015-09-10,546,В,нб
13221,2015-09-11,546,В,нб
13221,2015-09-12,546,В,нб
13221,2015-09-13,546,В,нб
13221,2015-09-14,546,В,нб
13221,2015-09-15,546,В,нб
13221,2015-09-16,546,В,нб
13221,2015-09-17,545,В,нб
13221,2015-09-18,545,В,нб
13221,2015-09-19,545,В,нб
13221,2015-09-20,544,_В,нб
13221,2015-09-21,546,^В,нб
13221,2015-09-22,547,^В,нб
13221,2015-09-23,547,^В,нб
13221,2015-09-24,546,В,нб
13221,2015-09-25,546,В,нб
13221,2015-09-26,546,В,нб
13221,2015-09-27,546,В,нб
13221,2015-09-28,546,В,нб
13221,2015-09-29,546,В,нб
13221,2015-09-30,546,В,нб
13221,2015-10-01,546,_В,нб
13221,2015-10-02,546,_В,нб
13221,2015-10-03,547,_В,нб
13221,2015-10-04,547,В,нб
13221,2015-10-05,547,В,нб
13221,2015-10-06,547,В,нб
13221,2015-10-07,547,В,нб
13221,2015-10-08,548,В,нб
13221,2015-10-09,548,В,нб
13221,2015-10-10,548,В,нб
13221,2015-10-11,548,В,нб
13221,2015-10-12,549,В,нб
13221,2015-10-13,549,В,нб
13221,2015-10-14,549,В,нб
13221,2015-10-15,549,В,нб
13221,2015-10-16,550,В,нб
13221,2015-10-17,550,В,нб
13221,2015-10-18,550,В,нб
13221,2015-10-19,550,В,нб
13221,2015-10-20,551,В,нб
13221,2015-10-21,553,В,нб
13221,2015-10-22,558,)В,нб
13221,2015-10-23,558,ZВ,нб
13221,2015-10-24,559,ZВ,нб
13221,2015-10-25,559,Z),нб
13221,2015-10-26,559,)В,нб
13221,2015-10-27,560,^В,нб
13221,2015-10-28,560,^В,нб
13221,2015-10-29,560,^В,нб
13221,2015-10-30,560,^В,нб
13221,2015-10-31,560,^В,нб
13221,2015-11-01,561,^ZВ,нб
13221,2015-11-02,561,^ZВ,нб
13221,2015-11-03,561,^ZВ,нб
13221,2015-11-04,560,ZВ,нб
13221,2015-11-05,560,ZВ,нб
13221,2015-11-06,561,^ZВ,нб
13221,2015-11-07,561,^ZВ,нб
13221,2015-11-08,559,IВ,нб
13221,2015-11-09,559,IВ,нб
13221,2015-11-10,559,IВ,нб
13221,2015-11-11,558,IВ,нб
13221,2015-11-12,558,IВ,нб
13221,2015-11-13,558,I~,нб
13221,2015-11-14,558,~В,нб
13221,2015-11-15,557,~В,нб
13221,2015-11-16,557,~В,нб
13221,2015-11-17,557,ZВ,нб
13221,2015-11-18,557,ZВ,нб
13221,2015-11-19,558,ZВ,нб
13221,2015-11-20,558,IВ,нб
13221,2015-11-21,557,IВ,нб
13221,2015-11-22,557,IВ,нб
13221,2015-11-23,556,IВ,нб
13221,2015-11-24,556,IВ,нб
13221,2015-11-25,556,IВ,нб
13221,2015-11-26,556,I~,нб
13221,2015-11-27,555,_~В,нб
13221,2015-11-28,555,_I~,нб
13221,2015-11-29,555,_IВ,нб
13221,2015-11-30,555,_IВ,нб
13221,2015-12-01,555,IВ,нб
13221,2015-12-02,555,_IВ,нб
13221,2015-12-03,555,_IВ,нб
13221,2015-12-04,555,IВ,нб
13221,2015-12-05,556,IВ,нб
13221,2015-12-06,556,IВ,нб
13221,2015-12-07,556,IВ,нб
13221,2015-12-08,557,IВ,нб
13221,2015-12-09,557,IВ,нб
13221,2015-12-10,557,IВ,нб
13221,2015-12-11,557,IВ,нб
13221,2015-12-12,557,IВ,нб
13221,2015-12-13,558,IВ,нб
13221,2015-12-14,558,IВ,нб
13221,2015-12-15,558,IВ,нб
13221,2015-12-16,557,IВ,нб
13221,2015-12-17,557,IВ,нб
13221,2015-12-18,557,IВ,нб
13221,2015-12-19,557,IВ,нб
13221,2015-12-20,557,IВ,нб
13221,2015-12-21,557,IВ,нб
13221,2015-12-22,557,IВ,нб
13221,2015-12-23,558,IВ,нб
13221,2015-12-24,560,IВ,нб
13221,2015-12-25,563,^IВ,нб
13221,2015-12-26,563,^IВ,нб
13221,2015-12-27,563,^IВ,нб
13221,2015-12-28,562,IВ,нб
13221,2015-12-29,562,IВ,нб
13221,2015-12-30,561,IВ,нб
13221,2015-12-31,561,IВ,нб
13221,2016-01-01,560,_IВ,нб
13221,2016-01-02,560,_IВ,нб
13221,2016-01-03,560,_IВ,нб
13221,2016-01-04,560,_IВ,нб
13221,2016-01-05,560,_IВ,нб
13221,2016-01-06,560,_IВ,нб
13221,2016-01-07,561,_IВ,нб
13221,2016-01-08,561,IВ,нб
13221,2016-01-09,561,IВ,нб
13221,2016-01-10,561,IВ,нб
13221,2016-01-11,561,IВ,нб
13221,2016-01-12,561,IВ,нб
13221,2016-01-13,562,IВ,нб
13221,2016-01-14,562,IВ,нб
13221,2016-01-15,562,IВ,нб
13221,2016-01-16,562,IВ,нб
13221,2016-01-17,562,IВ,нб
13221,2016-01-18,562,IВ,нб
13221,2016-01-19,563,IВ,нб
13221,2016-01-20,563,IВ,нб
13221,2016-01-21,563,IВ,нб
13221,2016-01-22,563,IВ,нб
13221,2016-01-23,564,IВ,нб
13221,2016-01-24,564,IВ,нб
13221,2016-01-25,564,IВ,нб
13221,2016-01-26,564,IВ,нб
13221,2016-01-27,564,IВ,нб
13221,2016-01-28,564,IВ,нб
13221,2016-01-29,565,^IВ,нб
13221,2016-01-30,565,^IВ,нб
13221,2016-01-31,565,^IВ,нб
13221,2016-02-01,565,IВ,нб
13221,2016-02-02,565,IВ,нб
13221,2016-02-03,565,IВ,нб
13221,2016-02-04,566,^IВ,нб
13221,2016-02-05,566,^IВ,нб
13221,2016-02-06,566,^IВ,нб
13221,2016-02-07,566,^IВ,нб
13221,2016-02-08,566,^IВ,нб
13221,2016-02-09,565,IВ,нб
13221,2016-02-10,565,IВ,нб
13221,2016-02-11,565,IВ,нб
13221,2016-02-12,564,IВ,нб
13221,2016-02-13,564,IВ,нб
13221,2016-02-14,564,IВ,нб
13221,2016-02-15,564,IВ,нб
13221,2016-02-16,564,IВ,нб
13221,2016-02-17,563,IВ,нб
13221,2016-02-18,563,IВ,нб
13221,2016-02-19,563,IВ,нб
13221,2016-02-20,563,IВ,нб
13221,2016-02-21,563,IВ,нб
13221,2016-02-22,563,IВ,нб
13221,2016-02-23,562,_IВ,нб
13221,2016-02-24,562,_IВ,нб
13221,2016-02-25,562,_IВ,нб
13221,2016-02-26,562,_IВ,нб
13221,2016-02-27,563,_IВ,нб
13221,2016-02-28,563,IВ,нб
13221,2016-02-29,563,IВ,нб
13221,2016-03-01,563,_IВ,нб
13221,2016-03-02,564,_IВ,нб
13221,2016-03-03,564,IВ,нб
13221,2016-03-04,567,~В,нб
13221,2016-03-05,577,~В,нб
13221,2016-03-06,584,~В,нб
13221,2016-03-07,619,~В,нб
13221,2016-03-08,721,~В,нб
13221,2016-03-09,841,^+~,122
13221,2016-03-10,836,I,118
13221,2016-03-11,789,I,78.6
13221,2016-03-12,762,I,52.7
13221,2016-03-13,745,I,45.2
13221,2016-03-14,734,Л,39.2
13221,2016-03-15,698,Л,27.9
13221,2016-03-16,676,ЛХ,18.6
13221,2016-03-17,673,Х,17.8
13221,2016-03-18,661,Х,13.9
13221,2016-03-19,645,Х,10.5
13221,2016-03-20,636,,8.63
13221,2016-03-21,642,,13
13221,2016-03-22,642,,14
13221,2016-03-23,645,,15.1
13221,2016-03-24,656,,16.2
13221,2016-03-25,666,,19.1
13221,2016-03-26,655,,15.9
13221,2016-03-27,675,,22.3
13221,2016-03-28,686,,26.6
13221,2016-03-29,688,,27.9
13221,2016-03-30,701,,33.9
13221,2016-03-31,749,,58.7
13221,2016-04-01,734,,49.8
13221,2016-04-02,830,^,118
13221,2016-04-03,822,,111
13221,2016-04-04,808,,99.5
13221,2016-04-05,829,,117
13221,2016-04-06,791,,86.3
13221,2016-04-07,767,,70
13221,2016-04-08,769,,71.3
13221,2016-04-09,765,,68.6
13221,2016-04-10,750,,59.3
13221,2016-04-11,727,,45.2
13221,2016-04-12,705,,35.6
13221,2016-04-13,693,,30.4
13221,2016-04-14,687,,27.3
13221,2016-04-15,684,,25.8
13221,2016-04-16,682,,25
13221,2016-04-17,680,,24.3
13221,2016-04-18,675,,22.3
13221,2016-04-19,671,,20.9
13221,2016-04-20,666,,19.1
13221,2016-04-21,665,,18.8
13221,2016-04-22,661,,17.5
13221,2016-04-23,656,,16.2
13221,2016-04-24,653,,15.2
13221,2016-04-25,651,,14.5
13221,2016-04-26,650,,14.1
13221,2016-04-27,648,,13.4
13221,2016-04-28,644,,12
13221,2016-04-29,641,_,11
13221,2016-04-30,640,_,10.6
13221,2016-05-01,636,^,9.06
13221,2016-05-02,631,,8.02
13221,2016-05-03,629,,6.98
13221,2016-05-04,628,,5.94
13221,2016-05-05,627,,4.99
13221,2016-05-06,626,,4.81
13221,2016-05-07,626,,4.81
13221,2016-05-08,625,,4.64
13221,2016-05-09,624,,4.46
13221,2016-05-10,623,,4.28
13221,2016-05-11,623,,4.28
13221,2016-05-12,621,,3.94
13221,2016-05-13,620,,3.77
13221,2016-05-14,619,,3.59
13221,2016-05-15,619,,3.59
13221,2016-05-16,619,,3.59
13221,2016-05-17,619,,3.59
13221,2016-05-18,618,,3.42
13221,2016-05-19,617,,3.25
13221,2016-05-20,616,,3.08
13221,2016-05-21,616,,3.08
13221,2016-05-22,615,,2.91
13221,2016-05-23,614,,2.75
13221,2016-05-24,613,,2.58
13221,2016-05-25,613,,2.58
13221,2016-05-26,612,,2.41
13221,2016-05-27,612,,2.41
13221,2016-05-28,611,,2.25
13221,2016-05-29,609,,1.91
13221,2016-05-30,608,,1.74
13221,2016-05-31,606,_,1.41
13221,2016-06-01,605,^,1.34
13221,2016-06-02,604,,1.26
13221,2016-06-03,603,,1.19
13221,2016-06-04,602,,1.11
13221,2016-06-05,602,,1.11
13221,2016-06-06,601,,1.04
13221,2016-06-07,601,,1.04
13221,2016-06-08,600,,0.96
13221,2016-06-09,599,,0.89
13221,2016-06-10,599,,0.89
13221,2016-06-11,604,,1.26
13221,2016-06-12,601,,1.04
13221,2016-06-13,598,,0.84
13221,2016-06-14,597,,0.8
13221,2016-06-15,596,,0.75
13221,2016-06-16,595,,0.7
13221,2016-06-17,594,,0.66
13221,2016-06-18,593,,0.61
13221,2016-06-19,592,,0.56
13221,2016-06-20,590,,0.47
13221,2016-06-21,590,,0.47
13221,2016-06-22,589,,0.46
13221,2016-06-23,588,,0.44
13221,2016-06-24,587,,0.43
13221,2016-06-25,586,,0.42
13221,2016-06-26,585,,0.4
13221,2016-06-27,585,,0.4
13221,2016-06-28,584,,0.39
13221,2016-06-29,583,,0.37
13221,2016-06-30,582,_,0.36
13221,2016-07-01,582,^,0.36
13221,2016-07-02,581,,0.37
13221,2016-07-03,580,,0.38
13221,2016-07-04,578,,0.39
13221,2016-07-05,577,,0.4
13221,2016-07-06,576,,0.41
13221,2016-07-07,576,,0.41
13221,2016-07-08,575,,0.41
13221,2016-07-09,574,,0.42
13221,2016-07-10,573,,0.43
13221,2016-07-11,573,,0.43
13221,2016-07-12,572,,0.4
13221,2016-07-13,571,,0.37
13221,2016-07-14,571,,0.37
13221,2016-07-15,570,,0.35
13221,2016-07-16,570,,0.35
13221,2016-07-17,569,,0.32
13221,2016-07-18,569,,0.32
13221,2016-07-19,568,,0.29
13221,2016-07-20,568,,0.29
13221,2016-07-21,567,,0.28
13221,2016-07-22,567,,0.28
13221,2016-07-23,566,,0.26
13221,2016-07-24,566,,0.26
13221,2016-07-25,565,,0.25
13221,2016-07-26,565,,0.25
13221,2016-07-27,564,,0.24
13221,2016-07-28,564,,0.24
13221,2016-07-29,563,,0.23
13221,2016-07-30,562,,0.21
13221,2016-07-31,561,_,0.2
13221,2016-08-01,556,^В,нб
13221,2016-08-02,556,^В,нб
13221,2016-08-03,556,^В,нб
13221,2016-08-04,556,^В,нб
13221,2016-08-05,555,В,нб
13221,2016-08-06,555,В,нб
13221,2016-08-07,555,В,нб
13221,2016-08-08,555,В,нб
13221,2016-08-09,555,В,нб
13221,2016-08-10,555,В,нб
13221,2016-08-11,555,В,нб
13221,2016-08-12,554,В,нб
13221,2016-08-13,554,В,нб
13221,2016-08-14,554,В,нб
13221,2016-08-15,554,В,нб
13221,2016-08-16,553,В,нб
13221,2016-08-17,555,^В,нб
13221,2016-08-18,556,^В,нб
13221,2016-08-19,555,В,нб
13221,2016-08-20,554,В,нб
13221,2016-08-21,554,В,нб
13221,2016-08-22,554,В,нб
13221,2016-08-23,554,В,нб
13221,2016-08-24,553,В,нб
13221,2016-08-25,553,В,нб
13221,2016-08-26,553,В,нб
13221,2016-08-27,553,В,нб
13221,2016-08-28,553,_В,нб
13221,2016-08-29,552,_В,нб
13221,2016-08-30,552,_В,нб
13221,2016-08-31,552,_В,нб
13221,2016-09-01,552,_В,нб
13221,2016-09-02,552,_В,нб
13221,2016-09-03,552,_В,нб
13221,2016-09-04,552,_В,нб
13221,2016-09-05,552,_В,нб
13221,2016-09-06,552,_В,нб
13221,2016-09-07,552,_В,нб
13221,2016-09-08,553,_В,нб
13221,2016-09-09,558,В,нб
13221,2016-09-10,559,В,нб
13221,2016-09-11,560,^В,нб
13221,2016-09-12,561,^В,нб
13221,2016-09-13,560,В,нб
13221,2016-09-14,558,В,нб
13221,2016-09-15,558,В,нб
13221,2016-09-16,558,В,нб
13221,2016-09-17,557,В,нб
13221,2016-09-18,557,В,нб
13221,2016-09-19,557,В,нб
13221,2016-09-20,556,В,нб
13221,2016-09-21,556,В,нб
13221,2016-09-22,556,В,нб
13221,2016-09-23,556,В,нб
13221,2016-09-24,555,В,нб
13221,2016-09-25,555,В,нб
13221,2016-09-26,555,В,нб
13221,2016-09-27,555,В,нб
13221,2016-09-28,555,В,нб
13221,2016-09-29,555,В,нб
13221,2016-09-30,555,В,нб
13221,2016-10-01,555,_В,нб
13221,2016-10-02,556,_В,нб
13221,2016-10-03,556,В,нб
13221,2016-10-04,557,В,нб
13221,2016-10-05,557,В,нб
13221,2016-10-06,557,В,нб
13221,2016-10-07,557,В,нб
13221,2016-10-08,558,В,нб
13221,2016-10-09,558,В,нб
13221,2016-10-10,558,В,нб
13221,2016-10-11,558,В,нб
13221,2016-10-12,559,В,нб
13221,2016-10-13,559,В,нб
13221,2016-10-14,559,В,нб
13221,2016-10-15,559,В,нб
13221,2016-10-16,560,В,нб
13221,2016-10-17,560,В,нб
13221,2016-10-18,561,В,нб
