МЕТЕОРОЛОГИЧЕСКАЯ БАЗА ДАННЫХ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
"Табл. 2.1.2 Температура поверхности почвы, град.",,,,
Станция,Дата,Сред,Макс,Мин
Екидин,2014-08-30 00:00:00,30,54,14
Екидин,2014-08-31 00:00:00,25,43,18
Екидин,2014-09-01 00:00:00,21,40,8
Екидин,2014-09-02 00:00:00,18,36,6
Екидин,2014-09-03 00:00:00,16,34,3
Екидин,2014-09-04 00:00:00,19,45,2
Екидин,2014-09-05 00:00:00,21,45,4
Екидин,2014-09-06 00:00:00,23,48,9
Екидин,2014-09-07 00:00:00,20,40,6
Екидин,2014-09-08 00:00:00,18,36,7
Екидин,2014-09-09 00:00:00,16,35,3
Екидин,2014-09-10 00:00:00,15,38,0
Екидин,2014-09-11 00:00:00,15,38,0
Екидин,2014-09-12 00:00:00,18,44,1
Екидин,2014-09-13 00:00:00,19,46,2
Екидин,2014-09-14 00:00:00,18,35,7
Екидин,2014-09-15 00:00:00,19,40,5
Екидин,2014-09-16 00:00:00,18,43,3
Екидин,2014-09-17 00:00:00,16,34,8
Екидин,2014-09-18 00:00:00,10,24,0
Екидин,2014-09-19 00:00:00,8,24,0
Екидин,2014-09-20 00:00:00,12,31,-1
Екидин,2014-09-21 00:00:00,15,38,0
Екидин,2014-09-22 00:00:00,16,38,4
Екидин,2014-09-23 00:00:00,20,40,12
Екидин,2014-09-24 00:00:00,19,40,8
Екидин,2014-09-25 00:00:00,18,36,5
Екидин,2014-09-26 00:00:00,15,18,11
Екидин,2014-09-27 00:00:00,13,28,4
Екидин,2014-09-28 00:00:00,10,14,6
Екидин,2014-09-29 00:00:00,10,32,-2
Екидин,2014-09-30 00:00:00,8,12,5
Екидин,2014-10-01 00:00:00,9,23,2
Екидин,2014-10-02 00:00:00,11,22,5
Екидин,2014-10-03 00:00:00,5,13,1
Екидин,2014-10-04 00:00:00,5,13,-1
Екидин,2014-10-05 00:00:00,5,16,-1
Екидин,2014-10-06 00:00:00,6,21,-2
Екидин,2014-10-07 00:00:00,6,11,3
Екидин,2014-10-08 00:00:00,2,8,-4
Екидин,2014-10-09 00:00:00,5,20,-2
Екидин,2014-10-10 00:00:00,5,21,-3
Екидин,2014-10-11 00:00:00,8,23,-1
Екидин,2014-10-12 00:00:00,8,14,6
Екидин,2014-10-13 00:00:00,9,21,1
Екидин,2014-10-14 00:00:00,10,22,0
Екидин,2014-10-15 00:00:00,10,23,2
Екидин,2014-10-16 00:00:00,10,25,0
Екидин,2014-10-17 00:00:00,10,26,1
Екидин,2014-10-18 00:00:00,13,27,4
Екидин,2014-10-19 00:00:00,12,23,6
Екидин,2014-10-20 00:00:00,5,12,1
Екидин,2014-10-21 00:00:00,-1,2,-4
Екидин,2014-10-22 00:00:00,2,8,-1
Екидин,2014-10-23 00:00:00,4,9,0
Екидин,2014-10-24 00:00:00,1,7,-3
Екидин,2014-10-25 00:00:00,-4,0,-8
Екидин,2014-10-26 00:00:00,-5,1,-9
Екидин,2014-10-27 00:00:00,-5,3,-11
Екидин,2014-10-28 00:00:00,-7,0,-13
Екидин,2014-10-29 00:00:00,-4,2,-8
Екидин,2014-10-30 00:00:00,1,4,-2
Екидин,2014-10-31 00:00:00,1,11,-4
Екидин,2014-11-01 00:00:00,0,14,-6
Екидин,2014-11-02 00:00:00,0,13,-7
Екидин,2014-11-03 00:00:00,0,10,-7
Екидин,2014-11-04 00:00:00,4,13,-2
Екидин,2014-11-05 00:00:00,2,9,-1
Екидин,2014-11-06 00:00:00,-1,2,-4
Екидин,2014-11-07 00:00:00,0,7,-5
Екидин,2014-11-08 00:00:00,0,2,-1
Екидин,2014-11-09 00:00:00,-1,3,-2
Екидин,2014-11-10 00:00:00,0,4,-2
Екидин,2014-11-11 00:00:00,1,3,0
Екидин,2014-11-12 00:00:00,2,6,0
Екидин,2014-11-13 00:00:00,0,2,-2
Екидин,2014-11-14 00:00:00,-1,0,-2
Екидин,2014-11-15 00:00:00,0,1,-3
Екидин,2014-11-16 00:00:00,-3,-2,-4
Екидин,2014-11-17 00:00:00,-3,-1,-8
Екидин,2014-11-18 00:00:00,-16,-8,-21
Екидин,2014-11-19 00:00:00,-17,-8,-21
Екидин,2014-11-20 00:00:00,-17,-8,-21
Екидин,2014-11-21 00:00:00,-10,-7,-17
Екидин,2014-11-22 00:00:00,-8,-4,-12
Екидин,2014-11-23 00:00:00,-9,-5,-11
Екидин,2014-11-24 00:00:00,-19,-8,-28
Екидин,2014-11-25 00:00:00,-24,-14,-30
Екидин,2014-11-26 00:00:00,-16,-10,-21
Екидин,2014-11-27 00:00:00,-13,-8,-17
Екидин,2014-11-28 00:00:00,-20,-10,-27
Екидин,2014-11-29 00:00:00,-20,-10,-27
Екидин,2014-11-30 00:00:00,-18,-10,-22
Екидин,2014-12-01 00:00:00,-17,-10,-22
Екидин,2014-12-02 00:00:00,-11,-2,-19
Екидин,2014-12-03 00:00:00,-5,-3,-10
Екидин,2014-12-04 00:00:00,-20,-10,-27
Екидин,2014-12-05 00:00:00,-11,-9,-15
Екидин,2014-12-06 00:00:00,-9,-6,-11
Екидин,2014-12-07 00:00:00,-24,-10,-28
Екидин,2014-12-08 00:00:00,-17,-12,-28
Екидин,2014-12-09 00:00:00,-18,-12,-22
Екидин,2014-12-10 00:00:00,-19,-13,-24
Екидин,2014-12-11 00:00:00,-13,-8,-19
Екидин,2014-12-12 00:00:00,-10,-5,-18
Екидин,2014-12-13 00:00:00,-13,-6,-20
Екидин,2014-12-14 00:00:00,-13,-6,-19
Екидин,2014-12-15 00:00:00,-11,-8,-14
Екидин,2014-12-16 00:00:00,-8,-2,-16
Екидин,2014-12-17 00:00:00,-7,-2,-10
Екидин,2014-12-18 00:00:00,-15,-10,-19
Екидин,2014-12-19 00:00:00,-17,-10,-23
Екидин,2014-12-20 00:00:00,-17,-10,-24
Екидин,2014-12-21 00:00:00,-11,-5,-16
Екидин,2014-12-22 00:00:00,-12,-7,-14
Екидин,2014-12-23 00:00:00,-6,0,-14
Екидин,2014-12-24 00:00:00,-3,0,-6
Екидин,2014-12-25 00:00:00,-3,-1,-5
Екидин,2014-12-26 00:00:00,-4,0,-9
Екидин,2014-12-27 00:00:00,-7,-1,-13
Екидин,2014-12-28 00:00:00,-13,-11,-17
Екидин,2014-12-29 00:00:00,-8,-4,-13
Екидин,2014-12-30 00:00:00,-7,-4,-11
Екидин,2014-12-31 00:00:00,-6,-1,-13
Екидин,2015-01-01 00:00:00,-8,-2,-19
Екидин,2015-01-02 00:00:00,-19,-15,-21
Екидин,2015-01-03 00:00:00,-12,-10,-17
Екидин,2015-01-04 00:00:00,-6,-3,-10
Екидин,2015-01-05 00:00:00,-3,-1,-6
Екидин,2015-01-06 00:00:00,-2,0,-3
Екидин,2015-01-07 00:00:00,-1,0,-3
Екидин,2015-01-08 00:00:00,0,0,-1
Екидин,2015-01-09 00:00:00,-13,0,-21
Екидин,2015-01-10 00:00:00,-18,-13,-21
Екидин,2015-01-11 00:00:00,-18,-8,-24
Екидин,2015-01-12 00:00:00,-14,-6,-21
Екидин,2015-01-13 00:00:00,-4,-1,-8
Екидин,2015-01-14 00:00:00,-3,-2,-5
Екидин,2015-01-15 00:00:00,-4,-2,-6
Екидин,2015-01-16 00:00:00,-3,-2,-7
Екидин,2015-01-17 00:00:00,-9,-3,-13
Екидин,2015-01-18 00:00:00,-8,-4,-13
Екидин,2015-01-19 00:00:00,-7,-5,-8
Екидин,2015-01-20 00:00:00,-6,-4,-9
Екидин,2015-01-21 00:00:00,-11,-6,-22
Екидин,2015-01-22 00:00:00,-16,-12,-22
Екидин,2015-01-23 00:00:00,-22,-18,-29
Екидин,2015-01-24 00:00:00,-30,-20,-34
Екидин,2015-01-25 00:00:00,-30,-17,-35
Екидин,2015-01-26 00:00:00,-29,-18,-34
Екидин,2015-01-27 00:00:00,-28,-18,-34
Екидин,2015-01-28 00:00:00,-25,-16,-30
Екидин,2015-01-29 00:00:00,-23,-13,-28
Екидин,2015-01-30 00:00:00,-21,-8,-28
Екидин,2015-01-31 00:00:00,-21,-10,-26
Екидин,2015-02-01 00:00:00,-23,-16,-29
Екидин,2015-02-02 00:00:00,-24,-13,-31
Екидин,2015-02-03 00:00:00,-22,-11,-28
Екидин,2015-02-04 00:00:00,-21,-10,-28
Екидин,2015-02-05 00:00:00,-17,-3,-26
Екидин,2015-02-06 00:00:00,-10,-2,-16
Екидин,2015-02-07 00:00:00,-8,-4,-9
Екидин,2015-02-08 00:00:00,-4,0,-9
Екидин,2015-02-09 00:00:00,-6,0,-14
Екидин,2015-02-10 00:00:00,-12,-4,-19
Екидин,2015-02-11 00:00:00,-7,0,-11
Екидин,2015-02-12 00:00:00,-11,-8,-14
Екидин,2015-02-13 00:00:00,-14,-6,-19
Екидин,2015-02-14 00:00:00,-10,-1,-16
Екидин,2015-02-15 00:00:00,-8,0,-14
Екидин,2015-02-16 00:00:00,-9,-4,-14
Екидин,2015-02-17 00:00:00,-10,-6,-16
Екидин,2015-02-18 00:00:00,-22,-9,-32
Екидин,2015-02-19 00:00:00,-16,-6,-25
Екидин,2015-02-20 00:00:00,-8,-3,-13
Екидин,2015-02-21 00:00:00,-18,-10,-25
Екидин,2015-02-22 00:00:00,-12,-8,-16
Екидин,2015-02-23 00:00:00,-7,-1,-10
Екидин,2015-02-24 00:00:00,-11,-2,-20
Екидин,2015-02-25 00:00:00,-10,-2,-14
Екидин,2015-02-26 00:00:00,-14,-2,-21
Екидин,2015-02-27 00:00:00,-14,-4,-20
Екидин,2015-02-28 00:00:00,-13,-2,-18
Екидин,2015-03-01 00:00:00,-14,-5,-21
Екидин,2015-03-02 00:00:00,-10,-2,-18
Екидин,2015-03-03 00:00:00,-11,-1,-20
Екидин,2015-03-04 00:00:00,-7,0,-15
Екидин,2015-03-05 00:00:00,-10,-2,-19
Екидин,2015-03-06 00:00:00,-10,-2,-17
Екидин,2015-03-07 00:00:00,-8,0,-16
Екидин,2015-03-08 00:00:00,-4,0,-7
Екидин,2015-03-09 00:00:00,-4,0,-7
Екидин,2015-03-10 00:00:00,-5,-2,-8
Екидин,2015-03-11 00:00:00,-4,-1,-8
Екидин,2015-03-12 00:00:00,-8,-1,-13
Екидин,2015-03-13 00:00:00,-7,0,-13
Екидин,2015-03-14 00:00:00,-4,-1,-9
Екидин,2015-03-15 00:00:00,-8,-4,-14
Екидин,2015-03-16 00:00:00,-5,-1,-8
Екидин,2015-03-17 00:00:00,-5,0,-10
Екидин,2015-03-18 00:00:00,-8,0,-16
Екидин,2015-03-19 00:00:00,-7,0,-14
Екидин,2015-03-20 00:00:00,-8,1,-16
Екидин,2015-03-21 00:00:00,-8,0,-17
Екидин,2015-03-22 00:00:00,-1,0,-2
Екидин,2015-03-23 00:00:00,-2,0,-4
Екидин,2015-03-24 00:00:00,-2,0,-5
Екидин,2015-03-25 00:00:00,-6,0,-12
Екидин,2015-03-26 00:00:00,-5,0,-9
Екидин,2015-03-27 00:00:00,-1,1,-3
Екидин,2015-03-28 00:00:00,-7,-1,-13
Екидин,2015-03-29 00:00:00,-16,-9,-21
Екидин,2015-03-30 00:00:00,-14,-4,-22
Екидин,2015-03-31 00:00:00,-10,-1,-18
Екидин,2015-04-01 00:00:00,-10,1,-18
Екидин,2015-04-02 00:00:00,-7,0,-13
Екидин,2015-04-03 00:00:00,-5,0,-11
Екидин,2015-04-04 00:00:00,-4,0,-8
Екидин,2015-04-05 00:00:00,0,1,-1
Екидин,2015-04-06 00:00:00,-1,1,-2
Екидин,2015-04-07 00:00:00,-1,1,-4
Екидин,2015-04-08 00:00:00,1,8,-2
Екидин,2015-04-09 00:00:00,4,14,-2
Екидин,2015-04-10 00:00:00,9,18,1
Екидин,2015-04-11 00:00:00,12,22,6
Екидин,2015-04-12 00:00:00,5,10,2
Екидин,2015-04-13 00:00:00,7,16,0
Екидин,2015-04-14 00:00:00,6,15,-1
Екидин,2015-04-15 00:00:00,8,12,5
Екидин,2015-04-16 00:00:00,10,24,3
Екидин,2015-04-17 00:00:00,10,21,3
Екидин,2015-04-18 00:00:00,10,18,4
Екидин,2015-04-19 00:00:00,13,23,7
Екидин,2015-04-20 00:00:00,16,28,6
Екидин,2015-04-21 00:00:00,14,28,8
Екидин,2015-04-22 00:00:00,14,23,8
Екидин,2015-04-23 00:00:00,15,24,12
Екидин,2015-04-24 00:00:00,13,27,3
Екидин,2015-04-25 00:00:00,13,28,4
Екидин,2015-04-26 00:00:00,13,28,4
Екидин,2015-04-27 00:00:00,11,23,1
Екидин,2015-04-28 00:00:00,9,12,6
Екидин,2015-04-29 00:00:00,14,25,5
Екидин,2015-04-30 00:00:00,16,28,5
Екидин,2015-05-01 00:00:00,17,26,7
Екидин,2015-05-02 00:00:00,17,29,4
Екидин,2015-05-03 00:00:00,21,34,9
Екидин,2015-05-04 00:00:00,20,28,14
Екидин,2015-05-05 00:00:00,22,33,14
Екидин,2015-05-06 00:00:00,21,36,10
Екидин,2015-05-07 00:00:00,22,38,10
Екидин,2015-05-08 00:00:00,24,38,11
Екидин,2015-05-09 00:00:00,16,25,13
Екидин,2015-05-10 00:00:00,16,25,8
Екидин,2015-05-11 00:00:00,13,24,9
Екидин,2015-05-12 00:00:00,16,35,7
Екидин,2015-05-13 00:00:00,14,25,8
Екидин,2015-05-14 00:00:00,20,37,8
Екидин,2015-05-15 00:00:00,18,27,10
Екидин,2015-05-16 00:00:00,17,22,15
Екидин,2015-05-17 00:00:00,17,26,10
Екидин,2015-05-18 00:00:00,14,22,12
Екидин,2015-05-19 00:00:00,15,31,6
Екидин,2015-05-20 00:00:00,11,20,8
Екидин,2015-05-21 00:00:00,14,28,6
Екидин,2015-05-22 00:00:00,16,27,6
Екидин,2015-05-23 00:00:00,17,36,7
Екидин,2015-05-24 00:00:00,17,28,6
Екидин,2015-05-25 00:00:00,22,37,15
Екидин,2015-05-26 00:00:00,25,45,10
Екидин,2015-05-27 00:00:00,27,46,11
Екидин,2015-05-28 00:00:00,28,48,13
Екидин,2015-05-29 00:00:00,29,48,14
Екидин,2015-05-30 00:00:00,28,45,14
Екидин,2015-05-31 00:00:00,26,40,14
Екидин,2015-06-01 00:00:00,28,45,17
Екидин,2015-06-02 00:00:00,28,46,14
Екидин,2015-06-03 00:00:00,29,46,14
Екидин,2015-06-04 00:00:00,29,44,19
Екидин,2015-06-05 00:00:00,26,42,16
Екидин,2015-06-06 00:00:00,29,44,15
Екидин,2015-06-07 00:00:00,28,45,17
Екидин,2015-06-08 00:00:00,23,44,10
Екидин,2015-06-09 00:00:00,22,40,9
Екидин,2015-06-10 00:00:00,26,45,9
Екидин,2015-06-11 00:00:00,30,48,16
Екидин,2015-06-12 00:00:00,31,49,16
Екидин,2015-06-13 00:00:00,24,39,17
Екидин,2015-06-14 00:00:00,19,32,11
Екидин,2015-06-15 00:00:00,21,36,9
Екидин,2015-06-16 00:00:00,29,46,14
Екидин,2015-06-17 00:00:00,30,49,14
Екидин,2015-06-18 00:00:00,32,49,17
Екидин,2015-06-19 00:00:00,33,49,19
Екидин,2015-06-20 00:00:00,32,49,18
Екидин,2015-06-21 00:00:00,31,48,18
Екидин,2015-06-22 00:00:00,30,47,16
Екидин,2015-06-23 00:00:00,29,48,13
Екидин,2015-06-24 00:00:00,29,47,12
Екидин,2015-06-25 00:00:00,31,48,16
Екидин,2015-06-26 00:00:00,34,49,22
Екидин,2015-06-27 00:00:00,31,47,18
Екидин,2015-06-28 00:00:00,34,50,19
Екидин,2015-06-29 00:00:00,35,53,22*
Екидин,2015-06-30 00:00:00,36,52,23*
Екидин,2015-07-01 00:00:00,35,51,18
Екидин,2015-07-02 00:00:00,31,47,23*
Екидин,2015-07-03 00:00:00,29,40,18
Екидин,2015-07-04 00:00:00,19,29,14
Екидин,2015-07-05 00:00:00,20,34,8
Екидин,2015-07-06 00:00:00,26,42,12
Екидин,2015-07-07 00:00:00,21,31,19
Екидин,2015-07-08 00:00:00,18,33,6
Екидин,2015-07-09 00:00:00,15,25,8
Екидин,2015-07-10 00:00:00,22,43,11
Екидин,2015-07-11 00:00:00,23,39,10
Екидин,2015-07-12 00:00:00,30,48,15
Екидин,2015-07-13 00:00:00,31,48,18
Екидин,2015-07-14 00:00:00,27,40,16
Екидин,2015-07-15 00:00:00,29,49,11
Екидин,2015-07-16 00:00:00,32,49,18
Екидин,2015-07-17 00:00:00,33,50,17
Екидин,2015-07-18 00:00:00,31,45,23*
Екидин,2015-07-19 00:00:00,27,43,15
Екидин,2015-07-20 00:00:00,27,44,13
Екидин,2015-07-21 00:00:00,30,52,16
Екидин,2015-07-22 00:00:00,31,47,16
Екидин,2015-07-23 00:00:00,31,48,17
Екидин,2015-07-24 00:00:00,30,50,17
Екидин,2015-07-25 00:00:00,30,49,17
Екидин,2015-07-26 00:00:00,28,43,15
Екидин,2015-07-27 00:00:00,26,44,11
Екидин,2015-07-28 00:00:00,26,46,10
Екидин,2015-07-29 00:00:00,25,41,10
Екидин,2015-07-30 00:00:00,29,51,12
Екидин,2015-07-31 00:00:00,32,52,15
Екидин,2015-08-01 00:00:00,32,52,16
Екидин,2015-08-02 00:00:00,37,57,19
Екидин,2015-08-03 00:00:00,34,53,20
Екидин,2015-08-04 00:00:00,30,53,14
Екидин,2015-08-05 00:00:00,27,48,12
Екидин,2015-08-06 00:00:00,29,50,14
Екидин,2015-08-07 00:00:00,24,41,11
Екидин,2015-08-08 00:00:00,21,42,7
Екидин,2015-08-09 00:00:00,24,44,12
Екидин,2015-08-10 00:00:00,27,45,15
Екидин,2015-08-11 00:00:00,27,44,15
Екидин,2015-08-12 00:00:00,23,34,13
Екидин,2015-08-13 00:00:00,23,36,10
Екидин,2015-08-14 00:00:00,26,51,8
Екидин,2015-08-15 00:00:00,26,47,10
Екидин,2015-08-16 00:00:00,28,52,11
Екидин,2015-08-17 00:00:00,30,50,14
Екидин,2015-08-18 00:00:00,32,52,19
Екидин,2015-08-19 00:00:00,28,50,11
Екидин,2015-08-20 00:00:00,26,48,11
Екидин,2015-08-21 00:00:00,23,42,12
Екидин,2015-08-22 00:00:00,23,45,12
Екидин,2015-08-23 00:00:00,24,48,9
Екидин,2015-08-24 00:00:00,24,45,11
Екидин,2015-08-25 00:00:00,11,16,9
Екидин,2015-08-26 00:00:00,13,20,7
Екидин,2015-08-27 00:00:00,16,38,3
Екидин,2015-08-28 00:00:00,19,42,5
Екидин,2015-08-29 00:00:00,22,43,10
Екидин,2015-08-30 00:00:00,24,38,16
Екидин,2015-08-31 00:00:00,24,40,18
Екидин,2015-09-01 00:00:00,19,38,10
Екидин,2015-09-02 00:00:00,16,39,3
Екидин,2015-09-03 00:00:00,18,35,9
Екидин,2015-09-04 00:00:00,18,41,7
Екидин,2015-09-05 00:00:00,18,32,9
Екидин,2015-09-06 00:00:00,19,35,9
Екидин,2015-09-07 00:00:00,18,23,15
Екидин,2015-09-08 00:00:00,24,49,10
Екидин,2015-09-09 00:00:00,26,48,13
Екидин,2015-09-10 00:00:00,27,49,14
Екидин,2015-09-11 00:00:00,23,36,15
Екидин,2015-09-12 00:00:00,15,26,11
Екидин,2015-09-13 00:00:00,12,25,1
Екидин,2015-09-14 00:00:00,16,37,2
Екидин,2015-09-15 00:00:00,17,38,2
Екидин,2015-09-16 00:00:00,17,38,4
Екидин,2015-09-17 00:00:00,19,41,8
Екидин,2015-09-18 00:00:00,20,36,11
Екидин,2015-09-19 00:00:00,14,26,4
Екидин,2015-09-20 00:00:00,20,33,12
Екидин,2015-09-21 00:00:00,16,28,9
Екидин,2015-09-22 00:00:00,13,34,1
Екидин,2015-09-23 00:00:00,16,38,3
Екидин,2015-09-24 00:00:00,14,28,6
Екидин,2015-09-25 00:00:00,16,36,5
Екидин,2015-09-26 00:00:00,16,36,4
Екидин,2015-09-27 00:00:00,14,29,6
Екидин,2015-09-28 00:00:00,12,36,-1
Екидин,2015-09-29 00:00:00,12,36,-1
Екидин,2015-09-30 00:00:00,15,36,3
Екидин,2015-10-01 00:00:00,16,39,4
Екидин,2015-10-02 00:00:00,14,31,4
Екидин,2015-10-03 00:00:00,13,26,5
Екидин,2015-10-04 00:00:00,13,17,9
Екидин,2015-10-05 00:00:00,9,27,-1
Екидин,2015-10-06 00:00:00,8,29,-4
Екидин,2015-10-07 00:00:00,10,30,-2
Екидин,2015-10-08 00:00:00,14,29,1
Екидин,2015-10-09 00:00:00,11,21,1
Екидин,2015-10-10 00:00:00,2,20,-7
Екидин,2015-10-11 00:00:00,3,18,-7
Екидин,2015-10-12 00:00:00,4,18,-6
Екидин,2015-10-13 00:00:00,2,19,-6
Екидин,2015-10-14 00:00:00,2,18,-6
Екидин,2015-10-15 00:00:00,2,24,-9
Екидин,2015-10-16 00:00:00,2,14,-7
Екидин,2015-10-17 00:00:00,7,20,0
Екидин,2015-10-18 00:00:00,6,15,2
Екидин,2015-10-19 00:00:00,7,17,3
Екидин,2015-10-20 00:00:00,6,12,2
Екидин,2015-10-21 00:00:00,3,7,-4
Екидин,2015-10-22 00:00:00,-5,-2,-7
Екидин,2015-10-23 00:00:00,-6,8,-13
Екидин,2015-10-24 00:00:00,-4,13,-15
Екидин,2015-10-25 00:00:00,0,16,-12
Екидин,2015-10-26 00:00:00,2,19,-7
Екидин,2015-10-27 00:00:00,5,14,-2
Екидин,2015-10-28 00:00:00,6,8,4
Екидин,2015-10-29 00:00:00,3,11,-1
Екидин,2015-10-30 00:00:00,4,8,1
Екидин,2015-10-31 00:00:00,1,10,-2
Екидин,2015-11-01 00:00:00,-1,6,-4
Екидин,2015-11-02 00:00:00,-4,3,-8
Екидин,2015-11-03 00:00:00,0,5,-4
Екидин,2015-11-04 00:00:00,0,5,-3
Екидин,2015-11-05 00:00:00,1,2,0
Екидин,2015-11-06 00:00:00,2,5,0
Екидин,2015-11-07 00:00:00,0,3,-2
Екидин,2015-11-08 00:00:00,-2,-1,-5
Екидин,2015-11-09 00:00:00,-2,1,-4
Екидин,2015-11-10 00:00:00,-1,3,-3
Екидин,2015-11-11 00:00:00,-2,4,-6
Екидин,2015-11-12 00:00:00,-3,4,-8
Екидин,2015-11-13 00:00:00,0,2,-3
Екидин,2015-11-14 00:00:00,0,1,0
Екидин,2015-11-15 00:00:00,1,3,-1
Екидин,2015-11-16 00:00:00,0,1,-1
Екидин,2015-11-17 00:00:00,0,4,-2
Екидин,2015-11-18 00:00:00,-1,1,-2
Екидин,2015-11-19 00:00:00,-1,0,-3
Екидин,2015-11-20 00:00:00,-7,0,-10
Екидин,2015-11-21 00:00:00,-10,-6,-16
Екидин,2015-11-22 00:00:00,-11,-5,-19
Екидин,2015-11-23 00:00:00,-7,0,-13
Екидин,2015-11-24 00:00:00,-4,0,-7
Екидин,2015-11-25 00:00:00,-2,0,-5
Екидин,2015-11-26 00:00:00,-1,0,-2
Екидин,2015-11-27 00:00:00,0,1,0
Екидин,2015-11-28 00:00:00,-1,0,-3
Екидин,2015-11-29 00:00:00,-3,1,-6
Екидин,2015-11-30 00:00:00,-2,5,-5
Екидин,2015-12-01 00:00:00,-2,7,-7
Екидин,2015-12-02 00:00:00,-2,2,-5
Екидин,2015-12-03 00:00:00,1,7,-2
Екидин,2015-12-04 00:00:00,0,2,-2
Екидин,2015-12-05 00:00:00,-3,-1,-4
Екидин,2015-12-06 00:00:00,-3,-1,-5
Екидин,2015-12-07 00:00:00,-2,0,-3
Екидин,2015-12-08 00:00:00,0,0,-1
Екидин,2015-12-09 00:00:00,0,1,-2
Екидин,2015-12-10 00:00:00,-4,-2,-6
Екидин,2015-12-11 00:00:00,-3,1,-8
Екидин,2015-12-12 00:00:00,-2,-1,-4
Екидин,2015-12-13 00:00:00,-3,0,-6
Екидин,2015-12-14 00:00:00,-5,0,-8
Екидин,2015-12-15 00:00:00,-5,0,-7
Екидин,2015-12-16 00:00:00,-5,-2,-8
Екидин,2015-12-17 00:00:00,-4,-3,-7
Екидин,2015-12-18 00:00:00,-7,-4,-10
Екидин,2015-12-19 00:00:00,-16,-10,-23
Екидин,2015-12-20 00:00:00,-20,-14,-24
Екидин,2015-12-21 00:00:00,-13,-8,-22
Екидин,2015-12-22 00:00:00,-6,-2,-10
Екидин,2015-12-23 00:00:00,-1,0,-4
Екидин,2015-12-24 00:00:00,0,1,-1
Екидин,2015-12-25 00:00:00,0,1,0
Екидин,2015-12-26 00:00:00,0,0,-1
Екидин,2015-12-27 00:00:00,-3,0,-4
Екидин,2015-12-28 00:00:00,-1,0,-6
Екидин,2015-12-29 00:00:00,-5,-4,-6
Екидин,2015-12-30 00:00:00,-6,-3,-12
Екидин,2015-12-31 00:00:00,-13,-9,-20
Екидин,2016-01-01 00:00:00,-7,-2,-10
Екидин,2016-01-02 00:00:00,-10,-8,-14
Екидин,2016-01-03 00:00:00,-3,-1,-9
Екидин,2016-01-04 00:00:00,-15,-1,-20
Екидин,2016-01-05 00:00:00,-18,-11,-22
Екидин,2016-01-06 00:00:00,-23,-12,-29
Екидин,2016-01-07 00:00:00,-24,-16,-29
Екидин,2016-01-08 00:00:00,-22,-12,-27
Екидин,2016-01-09 00:00:00,-17,-8,-25
Екидин,2016-01-10 00:00:00,-4,-1,-9
Екидин,2016-01-11 00:00:00,-1,0,-2
Екидин,2016-01-12 00:00:00,-6,-1,-15
Екидин,2016-01-13 00:00:00,-21,-15,-25
Екидин,2016-01-14 00:00:00,-23,-14,-30
Екидин,2016-01-15 00:00:00,-7,-2,-15
Екидин,2016-01-16 00:00:00,-5,-4,-6
Екидин,2016-01-17 00:00:00,-15,-6,-18
Екидин,2016-01-18 00:00:00,-23,-16,-27
Екидин,2016-01-19 00:00:00,-17,-7,-26
Екидин,2016-01-20 00:00:00,-10,-8,-12
Екидин,2016-01-21 00:00:00,-9,-4,-11
Екидин,2016-01-22 00:00:00,-13,-8,-18
Екидин,2016-01-23 00:00:00,-13,-6,-21
Екидин,2016-01-24 00:00:00,-15,-7,-23
Екидин,2016-01-25 00:00:00,-10,-2,-16
Екидин,2016-01-26 00:00:00,-9,-4,-14
Екидин,2016-01-27 00:00:00,-9,-5,-13
Екидин,2016-01-28 00:00:00,-11,-7,-21
Екидин,2016-01-29 00:00:00,-20,-11,-26
Екидин,2016-01-30 00:00:00,-15,-8,-20
Екидин,2016-01-31 00:00:00,-5,-1,-13
Екидин,2016-02-01 00:00:00,-7,-5,-9
Екидин,2016-02-02 00:00:00,-11,-7,-15
Екидин,2016-02-03 00:00:00,-10,-6,-15
Екидин,2016-02-04 00:00:00,-4,-1,-8
Екидин,2016-02-05 00:00:00,-1,0,-1
Екидин,2016-02-06 00:00:00,-2,0,-4
Екидин,2016-02-07 00:00:00,-1,1,-2
Екидин,2016-02-08 00:00:00,-4,-1,-11
Екидин,2016-02-09 00:00:00,-12,-7,-16
Екидин,2016-02-10 00:00:00,-19,-12,-24
Екидин,2016-02-11 00:00:00,-17,-9,-22
Екидин,2016-02-12 00:00:00,-14,-6,-20
Екидин,2016-02-13 00:00:00,-12,-6,-17
Екидин,2016-02-14 00:00:00,-8,-4,-10
Екидин,2016-02-15 00:00:00,-13,-9,-17
Екидин,2016-02-16 00:00:00,-18,-11,-25
Екидин,2016-02-17 00:00:00,-18,-10,-26
Екидин,2016-02-18 00:00:00,-9,-4,-17
Екидин,2016-02-19 00:00:00,-8,-2,-15
Екидин,2016-02-20 00:00:00,-10,-2,-17
Екидин,2016-02-21 00:00:00,-7,-1,-11
Екидин,2016-02-22 00:00:00,-8,-1,-14
Екидин,2016-02-23 00:00:00,-5,0,-12
Екидин,2016-02-24 00:00:00,-3,0,-8
Екидин,2016-02-25 00:00:00,-2,0,-4
Екидин,2016-02-26 00:00:00,-1,0,-2
Екидин,2016-02-27 00:00:00,-1,0,-2
